Plant;TRONC;ELMNT;SAR;RAM;RANG;Xabs;Yabs;Zabs;DIAM
belledenise1;0;1;1;p;0;-198.7122951;7.72302472;103.93;0.212396515
belledenise1;0;1;1;F1;0;-205.2644222;12.17109526;104.9;0
belledenise1;0;1;1;F2;0;-208.9317037;12.94565703;97.45;0
belledenise1;0;1;1;F3;0;-202.3859779;11.25569436;92.04;0
belledenise1;0;1;1;F4;0;-194.4851311;15.25683413;94.36;0
belledenise1;0;1;1;F5;0;-194.0512173;14.97859177;103.58;0
belledenise1;0;1;1;1;18;-197.0466903;-0.575032923;112.79;1.332354251
belledenise1;0;1;1;p;0;-193.6749111;7.21551934;114.81;0.221715387
belledenise1;0;1;1;F1;0;-201.4947013;14.81172107;115.01;0
belledenise1;0;1;1;F2;0;-201.680508;16.63558397;107.27;0
belledenise1;0;1;1;F3;0;-193.5059434;14.95919094;103;0
belledenise1;0;1;1;F4;0;-188.2455235;15.39574861;109.41;0
belledenise1;0;1;1;F5;0;-190.8410077;11.71292881;116.77;0
belledenise1;0;1;1;1;19;-197.767643;-2.158297677;119.54;1.292106349
belledenise1;0;1;1;p;0;-200.3008135;-11.0069782;123.16;0.170584952
belledenise1;0;1;1;F1;0;-202.3612206;-4.723028589;129.58;0
belledenise1;0;1;1;F2;0;-209.7685832;-5.518942411;125.05;0
belledenise1;0;1;1;F3;0;-210.8895935;-12.4133703;123.71;0
belledenise1;0;1;1;F4;0;-206.1402201;-15.14473491;114.4;0
belledenise1;0;1;1;F5;0;-201.1878431;-18.33007034;120.73;0
belledenise1;0;1;1;1;20;-195.7846976;-3.779447732;129.23;1.256768362
belledenise1;0;1;1;p;0;-201.1295007;6.303546855;129.39;0.200934523
belledenise1;0;1;1;F1;0;-206.8786333;15.7592316;129.78;0
belledenise1;0;1;1;F2;0;-211.5563398;18.35545238;121.05;0
belledenise1;0;1;1;F3;0;-203.6582345;14.85202071;112.7;0
belledenise1;0;1;1;F4;0;-195.6137937;17.03355042;120.33;0
belledenise1;0;1;1;F5;0;-196.9197631;16.90927689;127.75;0
belledenise1;0;1;1;1;21;-198.1067872;-1.221558005;134.1;1.22694928
belledenise1;0;1;1;p;0;-200.4216511;-11.71259727;139.26;0.227173591
belledenise1;0;1;1;F1;0;-207.0594165;-10.79511677;147.01;0
belledenise1;0;1;1;F2;0;-214.6719122;-13.06280519;139.58;0
belledenise1;0;1;1;F3;0;-211.9533731;-18.03432866;133.38;0
belledenise1;0;1;1;F4;0;-201.9953256;-22.74736272;138.04;0
belledenise1;0;1;1;F5;0;-196.8003148;-15.62376374;139.31;0
belledenise1;0;1;1;1;22;-195.1310786;-0.959911903;143.98;1.200401323
belledenise1;0;1;1;p;0;-194.4439325;4.379182603;148.06;0.191333794
belledenise1;0;1;1;F1;0;-200.809411;8.140403571;152.73;0
belledenise1;0;1;1;F2;0;-205.3580343;13.07599126;143.37;0
belledenise1;0;1;1;F3;0;-201.9406984;10.17323138;134.98;0
belledenise1;0;1;1;F4;0;-197.4923619;18.98531413;136.98;0
belledenise1;0;1;1;F5;0;-195.19093;17.98590869;144.88;0
belledenise1;0;1;1;1;23;-194.8211533;-2.39829513;153.77;1.164774218
belledenise1;0;1;1;p;0;-190.5054452;-14.01929608;157.63;0.198923899
belledenise1;0;1;1;F1;0;-201.0232393;-14.58001626;159.68;0
belledenise1;0;1;1;F2;0;-201.4817041;-18.00197624;150.21;0
belledenise1;0;1;1;F3;0;-188.6049185;-25.27615614;148.11;0
belledenise1;0;1;1;F4;0;-180.2902455;-24.926995;154.88;0
belledenise1;0;1;1;F5;0;-181.0624311;-19.68250938;162.23;0
belledenise1;0;1;1;1;24;-193.7133838;-1.983992596;166.28;1.122108394
belledenise1;0;1;1;p;0;-201.7597319;1.811541889;172.19;0.223038235
belledenise1;0;1;1;F1;0;-201.0662209;-2.309239899;176.39;0
belledenise1;0;1;1;F2;0;-212.4974474;-5.940487949;169.51;0
belledenise1;0;1;1;F3;0;-211.8055529;-2.741037679;163.32;0
belledenise1;0;1;1;F4;0;-214.5476345;5.59440401;166.2;0
belledenise1;0;1;1;F5;0;-208.4144722;9.261939949;173.44;0
belledenise2;0;1;1;0;0;-200.0135676;-20.22572693;24.67;1.874709238
belledenise2;0;1;1;1;0;-201.6587615;-20.47217532;25.44;1.842678208
belledenise2;0;1;1;1;1;-200.5058139;-20.80864502;27.02;1.835912468
belledenise2;0;1;1;p;0;-198.5379362;-21.87394171;27.38;0.183287428
belledenise2;0;1;1;F1;0;-197.1273045;-23.8851648;28.48;0
belledenise2;0;1;1;F2;0;-195.7962389;-24.07612164;24.4;0
belledenise2;0;1;1;F3;0;-194.3617125;-22.32311452;24.6;0
belledenise2;0;1;1;F4;0;-195.6776798;-19.79552078;24.78;0
belledenise2;0;1;1;F5;0;-196.9364222;-19.80373564;27.44;0
belledenise2;0;1;1;1;2;-202.4111867;-19.89888971;28.36;1.831849613
belledenise2;0;1;1;p;0;-203.9683088;-21.88117893;27.15;0.208292829
belledenise2;0;1;1;F1;0;-201.6355843;-22.42889779;28.4;0
belledenise2;0;1;1;F2;0;-201.3855144;-24.88463903;26.86;0
belledenise2;0;1;1;F3;0;-202.8604647;-24.21724;23.62;0
belledenise2;0;1;1;F4;0;-205.2728606;-21.99138155;22.42;0
belledenise2;0;1;1;F5;0;-206.5483236;-20.82527942;24.7;0
belledenise2;0;1;1;1;3;-201.225083;-20.11788314;29.78;1.763102955
belledenise2;0;1;1;p;0;-199.1167373;-24.37409956;28.72;0.183590632
belledenise2;0;1;1;F1;0;-196.0588876;-24.35525549;27.36;0
belledenise2;0;1;1;F2;0;-198.3644671;-23.25593609;25.01;0
belledenise2;0;1;1;F3;0;-201.0254962;-23.28633151;24.19;0
belledenise2;0;1;1;F4;0;-201.6139547;-23.62502996;26.05;0
belledenise2;0;1;1;F5;0;-202.3715797;-24.37309705;29.42;0
belledenise2;0;1;1;1;4;-203.1052544;-19.38123153;32.06;1.741030517
belledenise2;0;1;1;p;0;-206.6928398;-21.20159721;34.13;0.194105591
belledenise2;0;1;1;F1;0;-205.0354689;-23.51484641;31.83;0
belledenise2;0;1;1;F2;0;-206.8856906;-25.09094273;29.97;0
belledenise2;0;1;1;F3;0;-210.7107978;-24.61318236;29.69;0
belledenise2;0;1;1;F4;0;-212.5847171;-21.1339114;32.51;0
belledenise2;0;1;1;F5;0;-210.2013487;-18.85109406;34.54;0
belledenise2;0;1;1;1;5;-202.7087495;-19.81916287;34.07;1.706049679
belledenise2;0;1;1;p;0;-199.2503583;-24.2895689;33.88;0.211515627
belledenise2;0;1;1;F1;0;-198.4485213;-20.84534802;33.39;0
belledenise2;0;1;1;F2;0;-197.3758516;-21.27322599;29.35;0
belledenise2;0;1;1;F3;0;-198.5270965;-23.38879566;28.6;0
belledenise2;0;1;1;F4;0;-200.8270669;-28.0181732;29.92;0
belledenise2;0;1;1;F5;0;-201.5952962;-27.88392088;33.8;0
belledenise2;0;1;1;1;6;-203.9567269;-18.59186808;36.49;1.663742048
belledenise2;0;1;1;p;0;-209.7235444;-20.66884075;39.4;0.215271869
belledenise2;0;1;1;F1;0;-205.779704;-23.28351536;41.65;0
belledenise2;0;1;1;F2;0;-211.5400649;-26.1428935;40.35;0
belledenise2;0;1;1;F3;0;-214.7442883;-22.39456691;38.13;0
belledenise2;0;1;1;F4;0;-213.5558391;-16.59428343;37.61;0
belledenise2;0;1;1;F5;0;-209.0844918;-15.66603036;39.63;0
belledenise2;0;1;1;1;7;-203.6981206;-18.07069361;39.99;1.611310383
belledenise2;0;1;1;1;8;-205.7919804;-17.05666629;45.15;1.588859916
belledenise2;0;1;1;p;0;-206.4933582;-24.51217225;43.55;0.17704686
belledenise2;0;1;1;F1;0;-202.4158413;-25.23567511;45.6;0
belledenise2;0;1;1;F2;0;-199.9653248;-25.39017004;39.59;0
belledenise2;0;1;1;F3;0;-205.3917106;-27.61515028;35.69;0
belledenise2;0;1;1;F4;0;-209.6765892;-26.62201598;38.09;0
belledenise2;0;1;1;F5;0;-210.7281248;-25.20841322;43.53;0
belledenise2;0;1;1;1;9;-205.1076255;-17.38856748;50.64;1.549844768
belledenise2;0;1;1;p;0;-201.2643114;-25.58621571;51;0.155706002
belledenise2;0;1;1;F1;0;-197.0143164;-23.32799904;53.37;0
belledenise2;0;1;1;F2;0;-196.1580401;-24.28130432;46.97;0
belledenise2;0;1;1;F3;0;-201.2641813;-26.36087692;42.36;0
belledenise2;0;1;1;F4;0;-201.9199295;-31.10615818;47.27;0
belledenise2;0;1;1;F5;0;-204.5255359;-27.55317135;52.93;0
belledenise2;0;1;1;1;10;-205.0857051;-17.24153179;51.42;1.541766409
belledenise2;0;1;1;p;0;-207.8660109;-27.27348074;51;0.191769783
belledenise2;0;1;1;F1;0;-203.6154956;-28.11390889;56.58;0
belledenise2;0;1;1;F2;0;-203.0977934;-33.06269506;51.7;0
belledenise2;0;1;1;F3;0;-206.746516;-32.87987272;42.81;0
belledenise2;0;1;1;F4;0;-214.3542268;-30.58543696;46.52;0
belledenise2;0;1;1;F5;0;-212.7358623;-30.4642091;51.94;0
belledenise2;0;1;1;1;11;-205.0146944;-17.31264773;59.43;1.517071371
belledenise2;0;1;1;p;0;-200.0337107;-25.57516562;61.29;0.199676195
belledenise2;0;1;1;F1;0;-195.4456735;-23.84137953;64.24;0
belledenise2;0;1;1;F2;0;-192.89302;-29.54241105;59.56;0
belledenise2;0;1;1;F3;0;-195.4793615;-28.47876728;53.37;0
belledenise2;0;1;1;F4;0;-205.0108052;-32.01713973;56.32;0
belledenise2;0;1;1;F5;0;-205.2134626;-28.24429862;63.18;0
belledenise2;0;1;1;1;12;-204.3729731;-18.20880274;68.72;1.506595891
belledenise2;0;1;1;p;0;-201.1931457;-27.34878073;70.39;0.208713666
belledenise2;0;1;1;F1;0;-195.5040673;-30.48752053;73.88;0
belledenise2;0;1;1;F2;0;-192.7735006;-32.51801437;67.87;0
belledenise2;0;1;1;F3;0;-199.5843142;-29.65003282;61.21;0
belledenise2;0;1;1;F4;0;-203.8447089;-34.55095489;67.44;0
belledenise2;0;1;1;F5;0;-205.713063;-31.15752698;74.32;0
belledenise2;0;1;1;1;13;-206.2630926;-16.6538596;63.43;1.452837152
belledenise2;0;1;1;1;14;-205.6410075;-17.46275396;78.75;1.436781032
belledenise2;0;1;1;p;0;-208.8517299;-23.44306848;82.16;0.195514642
belledenise2;0;1;1;F1;0;-212.4779504;-20.42687472;87.66;0
belledenise2;0;1;1;F2;0;-217.7662271;-23.32670743;83.79;0
belledenise2;0;1;1;F3;0;-215.4601272;-27.52467165;78;0
belledenise2;0;1;1;F4;0;-208.2554832;-28.74089727;76.77;0
belledenise2;0;1;1;F5;0;-205.5169063;-28.50510873;82.76;0
belledenise2;0;1;1;1;15;-204.2577007;-17.41734063;86.11;1.416497144
belledenise2;0;1;1;p;0;-199.5364559;-28.68121417;84.57;0.215642726
belledenise2;0;1;1;F1;0;-193.4073972;-30.55661817;88.14;0
belledenise2;0;1;1;F2;0;-190.9106811;-32.93310896;82.38;0
belledenise2;0;1;1;F3;0;-195.9709326;-33.85177927;75.59;0
belledenise2;0;1;1;F4;0;-204.6067416;-33.64978562;81.69;0
belledenise2;0;1;1;F5;0;-203.5269034;-32.94839453;88.64;0
belledenise2;0;1;1;1;16;-204.9129668;-15.80913468;92.57;1.389851109
belledenise2;0;1;1;p;0;-209.480174;-9.365019681;90.98;0.21608379
belledenise2;0;1;1;F1;0;-205.9405961;-3.012745423;90.21;0
belledenise2;0;1;1;F2;0;-208.6100506;-2.068651736;84.44;0
belledenise2;0;1;1;F3;0;-215.5622468;-10.55030063;81.03;0
belledenise2;0;1;1;F4;0;-216.8160056;-13.33069427;91.6;0
belledenise2;0;1;1;F5;0;-210.8868246;-13.38081776;95.9;0
belledenise2;0;1;1;1;17;-205.1505193;-16.4034989;106.04;1.360788214
belledenise2;0;1;1;p;0;-201.2877049;-27.72302472;103.93;0.212396515
belledenise2;0;1;1;F1;0;-194.7355778;-32.17109526;104.9;0
belledenise2;0;1;1;F2;0;-191.0682963;-32.94565703;97.45;0
belledenise2;0;1;1;F3;0;-197.6140221;-31.25569436;92.04;0
belledenise2;0;1;1;F4;0;-205.5148689;-35.25683413;94.36;0
belledenise2;0;1;1;F5;0;-205.9487827;-34.97859177;103.58;0
belledenise2;0;1;1;1;18;-202.9533097;-19.42496708;112.79;1.332354251
belledenise2;0;1;1;p;0;-206.3250889;-27.21551934;114.81;0.221715387
belledenise2;0;1;1;F1;0;-198.5052987;-34.81172107;115.01;0
belledenise2;0;1;1;F2;0;-198.319492;-36.63558397;107.27;0
belledenise2;0;1;1;F3;0;-206.4940566;-34.95919094;103;0
belledenise2;0;1;1;F4;0;-211.7544765;-35.39574861;109.41;0
belledenise2;0;1;1;F5;0;-209.1589923;-31.71292881;116.77;0
belledenise2;0;1;1;1;19;-202.232357;-17.84170232;119.54;1.292106349
belledenise2;0;1;1;p;0;-199.6991865;-8.993021802;123.16;0.170584952
belledenise2;0;1;1;F1;0;-197.6387794;-15.27697141;129.58;0
belledenise2;0;1;1;F2;0;-190.2314168;-14.48105759;125.05;0
belledenise2;0;1;1;F3;0;-189.1104065;-7.586629695;123.71;0
belledenise2;0;1;1;F4;0;-193.8597799;-4.855265094;114.4;0
belledenise2;0;1;1;F5;0;-198.8121569;-1.669929659;120.73;0
belledenise2;0;1;1;1;20;-204.2153024;-16.22055227;129.23;1.256768362
belledenise2;0;1;1;p;0;-198.8704993;-26.30354685;129.39;0.200934523
belledenise2;0;1;1;F1;0;-193.1213667;-35.7592316;129.78;0
belledenise2;0;1;1;F2;0;-188.4436603;-38.35545238;121.05;0
belledenise2;0;1;1;F3;0;-196.3417655;-34.85202071;112.7;0
belledenise2;0;1;1;F4;0;-204.3862063;-37.03355042;120.33;0
belledenise2;0;1;1;F5;0;-203.0802369;-36.90927689;127.75;0
belledenise2;0;1;1;1;21;-201.8932128;-18.778442;134.1;1.22694928
belledenise2;0;1;1;p;0;-199.5783489;-8.287402732;139.26;0.227173591
belledenise2;0;1;1;F1;0;-192.9405835;-9.204883232;147.01;0
belledenise2;0;1;1;F2;0;-185.3280879;-6.937194811;139.58;0
belledenise2;0;1;1;F3;0;-188.0466269;-1.965671335;133.38;0
belledenise2;0;1;1;F4;0;-198.0046744;2.74736272;138.04;0
belledenise2;0;1;1;F5;0;-203.1996852;-4.376236263;139.31;0
belledenise2;0;1;1;1;22;-204.8689214;-19.0400881;143.98;1.200401323
belledenise2;0;1;1;p;0;-205.5560675;-24.3791826;148.06;0.191333794
belledenise2;0;1;1;F1;0;-199.190589;-28.14040357;152.73;0
belledenise2;0;1;1;F2;0;-194.6419657;-33.07599126;143.37;0
belledenise2;0;1;1;F3;0;-198.0593016;-30.17323138;134.98;0
belledenise2;0;1;1;F4;0;-202.5076381;-38.98531413;136.98;0
belledenise2;0;1;1;F5;0;-204.80907;-37.98590869;144.88;0
belledenise2;0;1;1;1;23;-205.1788467;-17.60170487;153.77;1.164774218
belledenise2;0;1;1;p;0;-209.4945548;-5.980703917;157.63;0.198923899
belledenise2;0;1;1;F1;0;-198.9767607;-5.419983737;159.68;0
belledenise2;0;1;1;F2;0;-198.5182959;-1.998023763;150.21;0
belledenise2;0;1;1;F3;0;-211.3950815;5.276156136;148.11;0
belledenise2;0;1;1;F4;0;-219.7097545;4.926995001;154.88;0
belledenise2;0;1;1;F5;0;-218.9375689;-0.31749062;162.23;0
belledenise2;0;1;1;1;24;-206.2866162;-18.0160074;166.28;1.122108394
belledenise2;0;1;1;p;0;-198.2402681;-21.81154189;172.19;0.223038235
belledenise2;0;1;1;F1;0;-198.9337791;-17.6907601;176.39;0
belledenise2;0;1;1;F2;0;-187.5025527;-14.05951205;169.51;0
belledenise2;0;1;1;F3;0;-188.1944471;-17.25896232;163.32;0
belledenise2;0;1;1;F4;0;-185.4523655;-25.59440401;166.2;0
belledenise2;0;1;1;F5;0;-191.5855278;-29.26193995;173.44;0
plantdec1;base;1;1;0;0;-187.0693017;0.188945148;24.35;1.874709238
plantdec1;0;1;1;1;0;-187.3185539;0.855858464;25.5;1.842678208
plantdec1;0;1;1;1;1;-187.2856958;-0.099453185;26.65;1.835912468
plantdec1;0;1;1;p;0;-182.8835671;-5.212501507;31.53;0.183287428
plantdec1;0;1;1;F1;0;-180.9142559;-1.472352696;31.17;0
plantdec1;0;1;1;F2;0;-179.9273355;-4.105390534;27.95;0
plantdec1;0;1;1;F3;0;-180.753999;-8.009417615;27.52;0
plantdec1;0;1;1;F4;0;-183.92437;-9.759602713;29.54;0
plantdec1;0;1;1;F5;0;-185.6487999;-5.983726437;29.68;0
plantdec1;0;1;1;1;2;-186.8822829;1.638780993;30.58;1.831849613
plantdec1;0;1;1;p;0;-188.1919197;11.12842543;30.55;0.208292829
plantdec1;0;1;1;F1;0;-185.4778161;12.49141536;32.36;0
plantdec1;0;1;1;F2;0;-183.8573591;11.23323439;27.3;0
plantdec1;0;1;1;F3;0;-187.1458247;10.27485335;23.74;0
plantdec1;0;1;1;F4;0;-189.9587252;9.15173669;23.41;0
plantdec1;0;1;1;F5;0;-191.8404918;8.09487615;29.25;0
plantdec1;0;1;1;1;3;-187.6318394;0.374555894;36.51;1.763102955
plantdec1;0;1;1;p;0;-196.461092;-5.292612553;32.83;0.183590632
plantdec1;0;1;1;F1;0;-191.7769158;-6.030578112;32.24;0
plantdec1;0;1;1;F2;0;-193.2518829;-10.31710026;28.11;0
plantdec1;0;1;1;F3;0;-197.2318623;-6.14702065;24.1;0
plantdec1;0;1;1;F4;0;-194.9838489;-0.210983608;29.18;0
plantdec1;0;1;1;F5;0;-196.3503749;-0.57746232;34.6;0
plantdec1;0;1;1;1;4;-186.1476948;2.419088796;39.79;1.741030517
plantdec1;0;1;1;p;0;-187.3487745;12.70592541;39.94;0.194105591
plantdec1;0;1;1;F1;0;-183.034221;12.63157043;43.31;0
plantdec1;0;1;1;F2;0;-180.5594934;12.57568786;38.06;0
plantdec1;0;1;1;F3;0;-182.9862573;10.18710741;32.68;0
plantdec1;0;1;1;F4;0;-189.9641133;9.378388335;33.27;0
plantdec1;0;1;1;F5;0;-191.9215043;10.59326303;39.5;0
plantdec1;0;1;1;1;5;-186.4187221;1.366547012;43.68;1.706049679
plantdec1;0;1;1;p;0;-194.9738247;-3.694946799;46.86;0.211515627
plantdec1;0;1;1;F1;0;-189.7761545;-4.133039107;48.43;0
plantdec1;0;1;1;F2;0;-191.8094779;-7.871621216;44.07;0
plantdec1;0;1;1;F3;0;-196.8652676;-10.63639793;41.58;0
plantdec1;0;1;1;F4;0;-195.12446;-3.594403257;41.21;0
plantdec1;0;1;1;F5;0;-195.0029453;1.817226274;45.17;0
plantdec1;0;1;1;1;6;-184.6832293;3.212776891;48.17;1.663742048
plantdec1;0;1;1;p;0;-189.4558061;11.38119232;53.62;0.215271869
plantdec1;0;1;1;F1;0;-189.149634;12.84842055;58.75;0
plantdec1;0;1;1;F2;0;-182.4461615;9.850512012;56.21;0
plantdec1;0;1;1;F3;0;-183.8295292;11.15756739;46.84;0
plantdec1;0;1;1;F4;0;-191.2149581;9.398067438;45.95;0
plantdec1;0;1;1;F5;0;-195.8027295;12.22390419;51.86;0
plantdec1;0;1;1;1;7;-184.0213974;1.467217215;56.08;1.611310383
plantdec1;0;1;1;p;0;-194.3390067;1.115168185;56.28;0.207796865
