;Rg;An;E;Tleaf
2019-06-28 00:00:00;0.0;-0.10083951498308404;0.22286335366197801;14.322284769533622
2019-06-28 01:00:00;0.0;-0.09346735519112002;0.230533063987189;13.107253832271287
2019-06-28 02:00:00;0.0;-0.0964203899040406;0.0988556423054673;13.636552833573946
2019-06-28 03:00:00;0.0;-0.09558931109797598;0.09258015701589348;13.501474102968796
2019-06-28 04:00:00;0.0;-0.09057349895308357;0.13463100228554364;12.715293303462968
2019-06-28 05:00:00;5.798430149591052;-0.030167952940075175;0.17690121051533594;13.708506255777921
2019-06-28 06:00:00;45.43353211736846;0.29904156284987193;1.244461880863319;20.567440236564384
2019-06-28 07:00:00;93.53131925781943;0.5844279900152441;9.819910837052301;27.244482240760334
2019-06-28 08:00:00;127.94312270641304;0.7284511127745057;20.29031089031879;31.879633051662402
2019-06-28 09:00:00;151.9898381758262;0.8184887694733071;38.1503557663717;34.74052413372401
2019-06-28 10:00:00;191.67665777588508;1.010279665386423;56.57520596782007;36.29390329984062
2019-06-28 11:00:00;182.07727049055202;0.8426970056299922;59.57648078115017;39.434306179266954
2019-06-28 12:00:00;205.33866935110356;0.9190692979718579;68.19940974269666;40.33826280087381
2019-06-28 13:00:00;262.33902725125387;1.0249548688530083;77.28659672218848;41.02772165193505
2019-06-28 14:00:00;314.9169243095282;0.5747007968725875;58.78643054449402;43.31036508222226
2019-06-28 15:00:00;341.60680578573493;0.48768103742743485;55.463191934578816;43.820977394731244
2019-06-28 16:00:00;344.18584568570475;0.6385416830553191;64.9182796635253;42.84639544598254
2019-06-28 17:00:00;202.81555584433937;0.8856441478345751;72.558138724091;40.35469977487722
2019-06-28 18:00:00;20.496631689577253;-0.12331007855965052;12.745314410203916;35.53327728467826
2019-06-28 19:00:00;24.087846853554215;0.07983272443827018;2.2436349027120954;22.233778894234128
2019-06-28 20:00:00;2.852283972309729;-0.11814033298668582;1.0544296974731324;20.849477367690582
2019-06-28 21:00:00;0.0;-0.1491567888501989;0.9862856714047011;21.26108084071673
2019-06-28 22:00:00;0.0;-0.123112031428219;0.46451922077039753;17.544889421498663
2019-06-28 23:00:00;0.0;-0.11904687173286775;0.6567048079522877;17.279541927294865
