time;Tac;hs;u;Rg;Tsoil;
2019-06-12 23:00;15.7;59.23;0.965;0;18.7;
2019-06-13 00:00;14.83;60.32;0.639;0;17.83;
2019-06-13 01:00;14.43;66.29;0.321;0;17.43;
2019-06-13 02:00;13.15;69.96;0.105;0;16.15;
2019-06-13 03:00;12.62;71.4;0;0;15.62;
2019-06-13 04:00;11.81;75.8;0;0;14.81;
2019-06-13 05:00;11.2;73.8;0.015;0;14.2;
2019-06-13 06:00;10.86;69.58;0.011;0;13.86;
2019-06-13 07:00;10.94;69.39;0;14.54444444;13.94;
2019-06-13 08:00;15.67;51.2;0.005;170.7777778;18.67;
2019-06-13 09:00;19.5;45.81;0.316;365.5555556;22.5;
2019-06-13 10:00;20.96;42.06;0.793;547.5;30.96;
2019-06-13 11:00;22.57;33.11;0.904;705.8333333;37.57;
2019-06-13 12:00;23.7;29.65;1.244;830;43.7;
2019-06-13 13:00;23.55;34.45;2.003;920;43.55;
2019-06-13 14:00;23.55;35.06;2.157;957.5;43.55;
2019-06-13 15:00;23.88;34.04;1.925;941.3888889;43.88;
2019-06-13 16:00;23.14;37.29;2.279;850.8333333;43.14;
2019-06-13 17:00;22.46;37.02;2.227;673.8888889;37.46;
2019-06-13 18:00;22.27;37.36;1.982;472.7777778;28.27;
2019-06-13 19:00;20.12;55.78;1.63;169.4444444;25.12;
2019-06-13 20:00;18.58;50.32;0.978;86.02777778;22.58;
2019-06-13 21:00;18.32;45.66;0.301;24.11111111;21.32;
2019-06-13 22:00;17.32;49.94;0.002;1.080555556;20.32;
2019-06-13 23:00;17.06;52.99;0.002;0;20.06;
2019-06-14 00:00;16.39;54.02;0.097;0;19.39;
2019-06-14 01:00;16.05;55.44;0.04;0;19.05;
2019-06-14 02:00;15.37;54.97;0.047;0;18.37;
2019-06-14 03:00;14.84;56.26;0;0;17.84;
2019-06-14 04:00;14.36;53.01;0.072;0;17.36;
2019-06-14 05:00;15.04;59.11;0.178;0;18.04;
2019-06-14 06:00;14.57;65.75;0.065;0.044444444;17.57;
2019-06-14 07:00;14.77;58.7;0.51;0.794444444;17.77;
2019-06-14 08:00;15.79;56.33;0.469;8.769444444;18.79;
2019-06-14 09:00;14.91;62.97;0.543;32.66666667;17.91;
2019-06-14 10:00;16.06;60.87;0.518;56.83333333;26.06;
2019-06-14 11:00;18.08;54.96;1.001;155.7777778;33.08;
2019-06-14 12:00;21.38;57.72;0.344;287.5;41.38;
2019-06-14 13:00;23.65;51.66;0.648;436.6666667;43.65;
2019-06-14 14:00;26.87;42.98;1.141;647.5;46.87;
2019-06-14 15:00;26.25;43.78;1.392;355;46.25;
2019-06-14 16:00;27.6;39.99;0.896;347.2222222;47.6;
2019-06-14 17:00;27.19;36.74;2.334;584.1666667;42.19;
2019-06-14 18:00;25.43;47.77;2.352;429.1666667;31.43;
2019-06-14 19:00;23.55;57.05;1.857;161.0277778;28.55;
2019-06-14 20:00;21.88;67.77;1.446;28.44444444;25.88;
2019-06-14 21:00;20.88;70.7;0.646;2.691666667;23.88;
2019-06-14 22:00;20.41;80.6;0.126;0;23.41;
2019-06-14 23:00;20.02;81.6;0.254;0;23.02;
2019-06-15 00:00;19.68;81.5;0.044;0;22.68;
2019-06-15 01:00;19.61;81.2;0.023;0;22.61;
2019-06-15 02:00;19.68;83.5;0.005;0;22.68;
2019-06-15 03:00;19.48;79.1;0.047;0.044444444;22.48;
2019-06-15 04:00;18.47;84.5;0.005;1.147222222;21.47;
2019-06-15 05:00;18.88;79.3;0.002;0.972222222;21.88;
2019-06-15 06:00;18.33;81.9;0.003;0;21.33;
2019-06-15 07:00;18.74;78.8;0;13.61944444;21.74;
2019-06-15 08:00;17.99;80.1;0.011;42.36111111;20.99;
2019-06-15 09:00;17.99;80.6;0.089;39.08333333;20.99;
2019-06-15 10:00;19.55;78.2;0.001;108.3611111;29.55;
2019-06-15 11:00;19.47;78.8;0.147;137.9722222;34.47;
2019-06-15 12:00;19.94;73.1;0.085;170.9444444;39.94;
2019-06-15 13:00;20.41;69.69;0.21;95.69444444;40.41;
2019-06-15 14:00;20.07;69.55;1.377;195;40.07;
2019-06-15 15:00;23.64;50.3;1.559;731.1111111;43.64;
2019-06-15 16:00;25.17;47.98;1.936;690.8333333;45.17;
2019-06-15 17:00;25.91;41.89;1.697;431.6666667;40.91;
2019-06-15 18:00;26.31;37.21;2.003;526.9444444;32.31;
2019-06-15 19:00;25.9;34.51;2.599;421.6666667;30.9;
2019-06-15 20:00;25.03;36.81;2.45;239.7222222;29.03;
2019-06-15 21:00;22.88;42.3;1.881;78.36111111;25.88;
2019-06-15 22:00;20.67;50.04;1.474;1.786111111;23.67;
2019-06-15 23:00;18.53;48.77;0.484;0;21.53;
2019-06-16 00:00;18.27;47.3;1.009;0;21.27;
2019-06-16 01:00;17.67;48.11;1.111;0;20.67;
2019-06-16 02:00;17.06;51.84;1.185;0;20.06;
2019-06-16 03:00;16.45;53.27;1.206;0;19.45;
2019-06-16 04:00;15.64;55.37;0.721;0;18.64;
2019-06-16 05:00;14.84;58.84;0.54;0;17.84;
2019-06-16 06:00;14.63;58.3;0.304;0;17.63;
2019-06-16 07:00;15.04;57.01;0.137;14.15833333;18.04;
2019-06-16 08:00;17.95;46.09;0.568;171.8888889;20.95;
2019-06-16 09:00;21.65;42.27;1.158;371.3888889;24.65;
2019-06-16 10:00;23.24;34.33;0.856;546.6666667;33.24;
2019-06-16 11:00;24.51;30.8;1.247;703.8888889;39.51;
2019-06-16 12:00;25.99;27.89;1.126;826.1111111;45.99;
2019-06-16 13:00;27.53;25.58;1.104;905.5555556;47.53;
2019-06-16 14:00;28.33;23.14;1.101;937.7777778;48.33;
2019-06-16 15:00;29.6;21.04;1.16;920.8333333;49.6;
2019-06-16 16:00;28.85;23.4;1.8;855;48.85;
2019-06-16 17:00;28.72;25.23;2.465;745.2777778;43.72;
2019-06-16 18:00;28.79;24.82;2.179;593.8888889;34.79;
2019-06-16 19:00;27.97;27.32;1.874;421.6666667;32.97;
2019-06-16 20:00;27.97;27.32;1.293;238.3333333;31.97;
2019-06-16 21:00;26.37;35.52;0.43;71.97222222;29.37;
2019-06-16 22:00;23.43;47.66;0.172;1.519444444;26.43;
2019-06-16 23:00;20.61;50.73;0;0;23.61;
2019-06-17 00:00;21.18;53.05;0;0;24.18;
2019-06-17 01:00;19.83;50.28;0;0;22.83;
2019-06-17 02:00;19.5;54.68;0.006;0;22.5;
2019-06-17 03:00;17.47;50.56;0.015;0;20.47;
2019-06-17 04:00;16.93;53.61;0.019;0;19.93;
2019-06-17 05:00;16.26;60.4;0.039;0;19.26;
2019-06-17 06:00;15.72;62.63;0.019;0;18.72;
2019-06-17 07:00;16.26;61.07;0.004;13.89444444;19.26;
2019-06-17 08:00;20.05;48.53;0.232;173.4444444;23.05;
2019-06-17 09:00;23.94;41.72;0.949;373.6111111;26.94;
2019-06-17 10:00;27.08;30.53;0.496;546.3888889;37.08;
2019-06-17 11:00;28.08;25.85;0.737;700.8333333;43.08;
2019-06-17 12:00;27.93;31.6;1.19;820.5555556;47.93;
2019-06-17 13:00;28.39;28.89;1.881;903.8888889;48.39;
2019-06-17 14:00;30.07;25.77;1.577;938.8888889;50.07;
2019-06-17 15:00;30.27;26.71;1.5;917.2222222;50.27;
2019-06-17 16:00;29.25;28.33;2.64;858.0555556;49.25;
2019-06-17 17:00;29.19;28.88;2.378;746.1111111;44.19;
2019-06-17 18:00;28.98;27.19;2.03;589.1666667;34.98;
2019-06-17 19:00;28.78;29.89;1.798;420.8333333;33.78;
2019-06-17 20:00;26.55;27.53;1.567;240;30.55;
2019-06-17 21:00;25.63;37.62;1.023;73.94444444;28.63;
2019-06-17 22:00;23.1;45.56;0.711;0.813888889;26.1;
2019-06-17 23:00;20.75;45.71;0.14;0;23.75;
2019-06-18 00:00;19.01;52.23;0;0;22.01;
2019-06-18 01:00;18.07;59.7;0;0;21.07;
2019-06-18 02:00;17.4;65.94;0.007;0;20.4;
2019-06-18 03:00;16.25;70.4;0;0;19.25;
2019-06-18 04:00;15.79;71.8;0.006;0;18.79;
2019-06-18 05:00;15.45;75.4;0;0;18.45;
2019-06-18 06:00;15.04;76.9;0.002;0;18.04;
2019-06-18 07:00;15.58;76.3;0.004;30.83333333;18.58;
2019-06-18 08:00;17.61;67.98;0.002;108.5277778;20.61;
2019-06-18 09:00;20.98;54.13;0.184;283.0555556;23.98;
2019-06-18 10:00;24.33;48.14;0.957;493.3333333;34.33;
2019-06-18 11:00;26.47;39.26;1.244;673.3333333;41.47;
2019-06-18 12:00;28.21;29.64;1.454;803.8888889;48.21;
2019-06-18 13:00;27.45;29.09;1.99;904.1666667;47.45;
2019-06-18 14:00;26.36;46.74;2.277;941.1111111;46.36;
2019-06-18 15:00;25.83;48.31;2.553;958.0555556;45.83;
2019-06-18 16:00;24.14;56.97;2.537;842.5;44.14;
2019-06-18 17:00;24.82;49.86;2.203;744.4444444;39.82;
2019-06-18 18:00;25.16;44.65;2.22;595;31.16;
2019-06-18 19:00;24.48;43.98;2.192;422.7777778;29.48;
2019-06-18 20:00;23.68;45.81;1.742;226.6666667;27.68;
2019-06-18 21:00;22.48;49.07;1.131;75.72222222;25.48;
2019-06-18 22:00;21.08;49.1;0.671;2.138888889;24.08;
2019-06-18 23:00;20.62;49.72;0.727;0;23.62;
2019-06-19 00:00;19.75;52.23;0.386;0;22.75;
2019-06-19 01:00;19.28;53.32;0.338;0;22.28;
2019-06-19 02:00;18.88;55.76;0.764;0;21.88;
2019-06-19 03:00;18.21;59.16;0.509;0;21.21;
2019-06-19 04:00;18.07;60.24;0.5;0;21.07;
2019-06-19 05:00;17.46;61.6;0.392;0;20.46;
2019-06-19 06:00;17.47;66.21;0.02;0;20.47;
2019-06-19 07:00;17.47;58.42;0.129;19.10277778;20.47;
2019-06-19 08:00;20.17;49.54;0.644;153.8611111;23.17;
2019-06-19 09:00;21.97;49.78;1.2;342.7777778;24.97;
2019-06-19 10:00;22.43;50.1;1.747;497.7777778;32.43;
2019-06-19 11:00;23.9;54.22;1.967;679.1666667;38.9;
2019-06-19 12:00;22.81;50.36;2.216;778.6111111;42.81;
2019-06-19 13:00;24.5;56.31;1.975;872.7777778;44.5;
2019-06-19 14:00;23.61;52.11;2.095;883.3333333;43.61;
2019-06-19 15:00;22.32;54.41;2.213;874.1666667;42.32;
2019-06-19 16:00;22.79;54.2;1.725;756.1111111;42.79;
2019-06-19 17:00;24.21;53.52;1.553;703.6111111;39.21;
2019-06-19 18:00;21.77;52.23;1.896;456.6666667;27.77;
2019-06-19 19:00;22.06;56.24;1.491;360;27.06;
2019-06-19 20:00;21.73;57.33;1.243;225;25.73;
2019-06-19 21:00;20.73;62.08;0.83;72.44444444;23.73;
2019-06-19 22:00;20;68.94;0.508;1.897222222;23;
2019-06-19 23:00;19.34;71.7;0.025;0;22.34;
2019-06-20 00:00;19.42;76.4;0.024;0;22.42;
2019-06-20 01:00;18.88;76.8;0;0;21.88;
2019-06-20 02:00;18.41;78.2;0;0;21.41;
2019-06-20 03:00;17.87;78.4;0;0;20.87;
2019-06-20 04:00;17.6;78.3;0.001;0;20.6;
2019-06-20 05:00;17.33;78.4;0.001;0;20.33;
2019-06-20 06:00;18;79.4;0.743;0;21;
2019-06-20 07:00;18;79.8;0.043;8.280555556;21;
2019-06-20 08:00;19.22;79.3;0.184;146.7222222;22.22;
2019-06-20 09:00;22.04;65.5;0.007;345.2777778;25.04;
2019-06-20 10:00;23.71;54.03;0.369;489.7222222;33.71;
2019-06-20 11:00;25.52;53.34;0.88;589.1666667;40.52;
2019-06-20 12:00;25.77;46.83;1.099;763.3333333;45.77;
2019-06-20 13:00;24.01;51.42;1.492;426.3888889;44.01;
2019-06-20 14:00;22.2;65.99;1.208;114.1944444;42.2;
2019-06-20 15:00;25.4;59.72;1.271;311.6666667;45.4;
2019-06-20 16:00;28.75;36.61;1.194;778.3333333;48.75;
2019-06-20 17:00;29.26;35.24;1.036;632.7777778;44.26;
2019-06-20 18:00;29.58;34.89;1.081;519.7222222;35.58;
2019-06-20 19:00;28.57;34.29;1.289;279.4444444;33.57;
2019-06-20 20:00;26.85;42.49;1.468;66.05555556;30.85;
2019-06-20 21:00;25.18;54.21;1.646;29.47222222;28.18;
2019-06-20 22:00;22.29;57.82;0.618;0;25.29;
2019-06-20 23:00;21.76;67.51;0.491;0;24.76;
2019-06-21 00:00;19.47;74;0.315;0;22.47;
2019-06-21 01:00;18.81;77.9;0.133;0;21.81;
2019-06-21 02:00;18.74;76.7;0.118;0.419444444;21.74;
2019-06-21 03:00;18.14;78;0;0;21.14;
2019-06-21 04:00;17.67;76.8;0.05;0;20.67;
2019-06-21 05:00;17.46;77.8;0.012;0;20.46;
2019-06-21 06:00;17.33;75.2;0;0;20.33;
2019-06-21 07:00;17.34;77.3;0.038;21.5;20.34;
2019-06-21 08:00;19.7;68.03;0.434;153.3055556;22.7;
2019-06-21 09:00;22.79;51.14;0.735;314.1666667;25.79;
2019-06-21 10:00;24.12;51.32;0.641;309.7222222;34.12;
2019-06-21 11:00;26.4;44;0.877;615;41.4;
2019-06-21 12:00;27.73;41.21;1.053;749.1666667;47.73;
2019-06-21 13:00;28.39;38.42;0.821;769.4444444;48.39;
2019-06-21 14:00;29.12;35.44;1.042;725.8333333;49.12;
2019-06-21 15:00;24.94;54.32;1.425;162.9166667;44.94;
2019-06-21 16:00;26.06;53.54;0.574;252.2222222;46.06;
2019-06-21 17:00;25.72;55.77;1.062;235.2777778;40.72;
2019-06-21 18:00;25.18;57.94;1.275;156.8333333;31.18;
2019-06-21 19:00;24.57;53.67;0.759;172.5833333;29.57;
2019-06-21 20:00;25.65;52.12;0.747;123.8333333;29.65;
2019-06-21 21:00;25.73;47.11;1.558;60.38888889;28.73;
2019-06-21 22:00;23.11;53.63;1.864;2.052777778;26.11;
2019-06-21 23:00;20.95;51.34;1.474;0;23.95;
2019-06-22 00:00;20.55;52.08;1.202;0;23.55;
2019-06-22 01:00;19.95;53.58;1.369;0;22.95;
2019-06-22 02:00;19.88;51.35;1.11;0;22.88;
2019-06-22 03:00;20.16;57.65;1.087;0;23.16;
2019-06-22 04:00;19.55;58.67;1.559;0;22.55;
2019-06-22 05:00;18.4;51.96;1.57;0;21.4;
2019-06-22 06:00;18.27;51.63;1.533;0;21.27;
2019-06-22 07:00;17.73;53.87;0.953;12.63055556;20.73;
2019-06-22 08:00;21.05;51.83;0.593;162.8055556;24.05;
2019-06-22 09:00;22.71;45.44;1.076;351.3888889;25.71;
2019-06-22 10:00;24.72;36.83;0.806;518.6111111;34.72;
2019-06-22 11:00;26.26;35.53;1.003;661.9444444;41.26;
2019-06-22 12:00;26.72;28.83;0.925;788.6111111;46.72;
2019-06-22 13:00;27.85;31.46;1.422;880.8333333;47.85;
2019-06-22 14:00;27.57;32.13;2.385;950.2777778;47.57;
2019-06-22 15:00;28.24;32.19;2.771;938.6111111;48.24;
2019-06-22 16:00;27.1;29.02;2.79;863.3333333;47.1;
2019-06-22 17:00;29.06;31.65;2.448;743.0555556;44.06;
2019-06-22 18:00;29.6;28.27;1.757;417.7777778;35.6;
2019-06-22 19:00;27.64;27.73;1.263;297.2222222;32.64;
2019-06-22 20:00;28.39;33.75;1.297;243.6111111;32.39;
2019-06-22 21:00;27.18;37.14;0.873;75.88888889;30.18;
2019-06-22 22:00;24.98;38.99;0.806;2.05;27.98;
2019-06-22 23:00;23.45;44.01;0.653;0;26.45;
2019-06-23 00:00;21.97;51.34;0.095;0;24.97;
2019-06-23 01:00;19.81;51.96;0;0;22.81;
2019-06-23 02:00;20.3;63.69;0;0;23.3;
2019-06-23 03:00;18.89;61.6;0;0;21.89;
2019-06-23 04:00;18.21;63.15;0;0;21.21;
2019-06-23 05:00;17.47;68.99;0;0;20.47;
2019-06-23 06:00;17.07;70.1;0;0;20.07;
2019-06-23 07:00;17.47;70.4;0.004;24.19444444;20.47;
2019-06-23 08:00;20.45;58.89;0;130.9722222;23.45;
2019-06-23 09:00;23.46;46.05;0.42;341.9444444;26.46;
2019-06-23 10:00;26.14;45.15;0.937;508.6111111;36.14;
2019-06-23 11:00;26.39;36.14;1.165;656.3888889;41.39;
2019-06-23 12:00;29.22;33.76;0.922;745.8333333;49.22;
2019-06-23 13:00;26.96;35.51;2.201;745.8333333;46.96;
2019-06-23 14:00;28.11;36.59;2.016;855;48.11;
2019-06-23 15:00;28.11;33.89;1.68;590.2777778;48.11;
2019-06-23 16:00;29.26;34.09;1.747;841.1111111;49.26;
2019-06-23 17:00;27.36;40.44;2.111;689.4444444;42.36;
2019-06-23 18:00;25;60.13;2.223;520.5555556;31;
2019-06-23 19:00;23.46;57.44;1.587;413.3333333;28.46;
2019-06-23 20:00;22.53;62.32;1.369;221.6666667;26.53;
2019-06-23 21:00;20.86;69.32;0.589;57.72222222;23.86;
2019-06-23 22:00;20.41;71.9;0.014;1.852777778;23.41;
2019-06-23 23:00;20.29;73.7;0.027;0;23.29;
2019-06-24 00:00;19.82;76.8;0;0;22.82;
2019-06-24 01:00;19.22;77.9;0;0;22.22;
2019-06-24 02:00;18.82;77.2;0;0;21.82;
2019-06-24 03:00;18.48;78.7;0;0;21.48;
2019-06-24 04:00;18.21;80.8;0.006;0;21.21;
2019-06-24 05:00;17.6;80.6;0.001;0;20.6;
2019-06-24 06:00;17.13;80.5;0;0;20.13;
2019-06-24 07:00;17.2;80.5;0.001;19.55555556;20.2;
2019-06-24 08:00;19.63;77.4;0.012;163.8611111;22.63;
2019-06-24 09:00;22.85;60.89;0.346;301.3888889;25.85;
2019-06-24 10:00;25.53;53.14;1.057;507.2222222;35.53;
2019-06-24 11:00;27.61;45.69;1.208;641.9444444;42.61;
2019-06-24 12:00;28.61;37.96;1.352;690.2777778;48.61;
2019-06-24 13:00;29.54;34.09;1.818;843.0555556;49.54;
2019-06-24 14:00;28.11;35.24;1.876;896.3888889;48.11;
2019-06-24 15:00;29.06;37.34;2.275;891.1111111;49.06;
2019-06-24 16:00;28.24;43.35;2.257;822.5;48.24;
2019-06-24 17:00;27.37;46.06;2.026;651.1111111;42.37;
2019-06-24 18:00;26.56;46.4;1.801;348.3333333;32.56;
2019-06-24 19:00;26.78;38.84;1.38;347.7777778;31.78;
2019-06-24 20:00;25.49;35.39;1.124;195;29.49;
2019-06-24 21:00;24.97;46.23;0.195;21.66666667;27.97;
2019-06-24 22:00;22.56;47.13;0;0;25.56;
2019-06-24 23:00;21.09;54.32;0;0;24.09;
2019-06-25 00:00;21.03;58.39;0;0;24.03;
2019-06-25 01:00;19.55;58.54;0;0;22.55;
2019-06-25 02:00;18.82;60.71;0;0;21.82;
2019-06-25 03:00;18.48;60.99;0.004;0;21.48;
2019-06-25 04:00;18.14;61.66;0;0;21.14;
2019-06-25 05:00;17.74;63.7;0;0;20.74;
2019-06-25 06:00;17.34;65.06;0;0;20.34;
2019-06-25 07:00;17.68;66.21;0;18.85833333;20.68;
2019-06-25 08:00;21.46;53.12;0.001;141.6666667;24.46;
2019-06-25 09:00;26.37;47.74;0.045;316.1111111;29.37;
2019-06-25 10:00;29.03;36.34;0.418;485.2777778;39.03;
2019-06-25 11:00;30.77;29.77;1.299;658.3333333;45.77;
2019-06-25 12:00;31.49;31.11;2.03;755.8333333;51.49;
2019-06-25 13:00;32.43;31.72;2.557;866.3888889;52.43;
2019-06-25 14:00;31;33.74;2.619;872.2222222;51;
2019-06-25 15:00;29.25;37.12;2.419;808.8888889;49.25;
2019-06-25 16:00;28.92;45.79;2.455;740.2777778;48.92;
2019-06-25 17:00;28.71;37.74;1.654;682.5;43.71;
2019-06-25 18:00;29.99;37.93;1.228;496.1111111;35.99;
2019-06-25 19:00;30.93;34.76;0.995;395;35.93;
2019-06-25 20:00;28.78;50.25;1.148;221.9444444;32.78;
2019-06-25 21:00;25.83;55.41;0.76;71.13888889;28.83;
2019-06-25 22:00;23.76;63.69;0.244;3.041666667;26.76;
2019-06-25 23:00;23.38;68.59;0.061;0;26.38;
2019-06-26 00:00;22.71;69.42;0.004;0;25.71;
2019-06-26 01:00;22.38;70.5;0;0;25.38;
2019-06-26 02:00;21.44;77.2;0;0;24.44;
2019-06-26 03:00;20.49;71.5;0;0;23.49;
2019-06-26 04:00;19.96;76.7;0;0;22.96;
2019-06-26 05:00;19.76;77;0;0;22.76;
2019-06-26 06:00;19.29;74.5;0;0;22.29;
2019-06-26 07:00;20.31;74.5;0;20;23.31;
2019-06-26 08:00;23.41;57.92;0.009;142.6666667;26.41;
2019-06-26 09:00;28.52;45.77;0.024;312.5;31.52;
2019-06-26 10:00;30.98;33.9;0.422;479.7222222;40.98;
2019-06-26 11:00;32.51;30.37;0.709;624.1666667;47.51;
2019-06-26 12:00;33.58;30.64;1.245;750.2777778;53.58;
2019-06-26 13:00;33.97;31.03;1.868;843.6111111;53.97;
2019-06-26 14:00;34.22;30.62;1.941;889.4444444;54.22;
2019-06-26 15:00;35.3;27.37;2.103;881.6666667;55.3;
2019-06-26 16:00;33.88;30.75;2.287;817.5;53.88;
2019-06-26 17:00;33.67;30.62;2.064;707.7777778;48.67;
2019-06-26 18:00;33.54;29.54;1.669;560.5555556;39.54;
2019-06-26 19:00;33.07;30.28;1.189;390.5555556;38.07;
2019-06-26 20:00;32.48;30.97;0.957;216.3888889;36.48;
2019-06-26 21:00;29.87;44.71;0.225;65.58333333;32.87;
2019-06-26 22:00;26.79;47.23;0;1.608333333;29.79;
2019-06-26 23:00;25.19;55.98;0;0;28.19;
2019-06-27 00:00;23.85;57.01;0;0;26.85;
2019-06-27 01:00;24;58.78;0;0;27;
2019-06-27 02:00;22.24;54.79;0;0;25.24;
2019-06-27 03:00;21.71;58.59;0;0;24.71;
2019-06-27 04:00;21.17;59.14;0;0;24.17;
2019-06-27 05:00;20.7;61.11;0;0;23.7;
2019-06-27 06:00;21.72;63.41;0.005;0;24.72;
2019-06-27 07:00;20.98;60.09;0;20.5;23.98;
2019-06-27 08:00;24.28;49.65;0;132.3055556;27.28;
2019-06-27 09:00;28.85;45.02;0;305.5555556;31.85;
2019-06-27 10:00;31.65;35.12;0.041;476.1111111;41.65;
2019-06-27 11:00;33.45;30.3;0.122;619.7222222;48.45;
2019-06-27 12:00;34.04;24.54;0.501;742.2222222;54.04;
2019-06-27 13:00;36.18;24;0.791;831.9444444;56.18;
2019-06-27 14:00;36.85;22.51;1.465;887.7777778;56.85;
2019-06-27 15:00;36.23;22.91;2.062;880;56.23;
2019-06-27 16:00;36.7;18.18;2.257;820;56.7;
2019-06-27 17:00;36.76;19.66;2.376;712.7777778;51.76;
2019-06-27 18:00;36.02;21.89;2.103;563.0555556;42.02;
2019-06-27 19:00;36.04;15.34;1.701;403.0555556;41.04;
2019-06-27 20:00;34.28;21.7;1.404;222.7777778;38.28;
2019-06-27 21:00;31.2;24.41;0.629;69.44444444;34.2;
2019-06-27 22:00;29.62;35.18;0.567;2.422222222;32.62;
2019-06-27 23:00;27.75;41.96;0.019;0;30.75;
2019-06-28 00:00;27.77;33.51;0.127;0;30.77;
2019-06-28 01:00;25.4;43.94;0.001;0;28.4;
2019-06-28 02:00;24.6;46.25;0;0;27.6;
2019-06-28 03:00;22.92;46.53;0;0;25.92;
2019-06-28 04:00;23.46;53.57;0;0;26.46;
2019-06-28 05:00;23.26;54.18;0;0;26.26;
2019-06-28 06:00;22.12;51.41;0;0;25.12;
2019-06-28 07:00;22.32;53.65;0;18.41111111;25.32;
2019-06-28 08:00;27.52;48.09;0.001;142.0833333;30.52;
2019-06-28 09:00;31.27;40.07;0.023;316.3888889;34.27;
2019-06-28 10:00;35.21;33.68;0.06;473.3333333;45.21;
2019-06-28 11:00;36.88;27.18;0.365;623.8888889;51.88;
2019-06-28 12:00;38.88;16.76;0.468;752.5;58.88;
2019-06-28 13:00;41.82;15.68;0.649;846.9444444;61.82;
2019-06-28 14:00;42.68;13.37;0.862;889.1666667;62.68;
2019-06-28 15:00;43.08;14.99;1.099;876.9444444;63.08;
2019-06-28 16:00;44.75;12.29;1.066;803.0555556;64.75;
2019-06-28 17:00;45.21;9.39;1.274;700.5555556;60.21;
2019-06-28 18:00;45.01;6.617;1.121;576.1111111;51.01;
2019-06-28 19:00;43.12;8.37;1.145;350.5555556;48.12;
2019-06-28 20:00;38.37;11.55;0.194;65.08333333;42.37;
2019-06-28 21:00;36.8;16.36;0;56.52777778;39.8;
2019-06-28 22:00;33.92;26.65;0;9.055555556;36.92;
2019-06-28 23:00;31.85;31.46;0.002;0;34.85;
2019-06-29 00:00;29.37;37.22;0;0;32.37;
2019-06-29 01:00;26.61;37.84;0.002;0;29.61;
2019-06-29 02:00;26.69;45.23;0;0;29.69;
2019-06-29 03:00;25.55;46.32;0;0;28.55;
2019-06-29 04:00;24.14;43.89;0.005;0;27.14;
2019-06-29 05:00;24;49.03;0;0;27;
2019-06-29 06:00;24.48;46.13;0.009;0;27.48;
2019-06-29 07:00;22.85;44.16;0.004;17.28333333;25.85;
2019-06-29 08:00;26.84;35.28;0.147;149.5833333;29.84;
2019-06-29 09:00;32.69;27.48;0.054;325;35.69;
2019-06-29 10:00;34.74;24.89;0.613;491.1111111;44.74;
2019-06-29 11:00;35.32;26.57;1.124;635.5555556;50.32;
2019-06-29 12:00;35.99;26.57;1.448;760.2777778;55.99;
2019-06-29 13:00;35.57;29.33;1.969;849.4444444;55.57;
2019-06-29 14:00;35.09;25.08;1.876;901.6666667;55.09;
2019-06-29 15:00;33.88;27.31;2.053;887.7777778;53.88;
2019-06-29 16:00;34.42;33.19;2.245;820.8333333;54.42;
2019-06-29 17:00;34.21;26.97;2.1;711.9444444;49.21;
2019-06-29 18:00;31.85;34.47;2.021;566.6666667;37.85;
2019-06-29 19:00;30.25;29.27;1.748;403.3333333;35.25;
2019-06-29 20:00;29.51;31.71;1.291;227.5;33.51;
2019-06-29 21:00;28.86;38.42;0.701;71.88888889;31.86;
2019-06-29 22:00;27.54;46.9;0.161;1.541666667;30.54;
2019-06-29 23:00;25.6;43.06;0;0;28.6;
2019-06-30 00:00;24.67;46.99;0;0;27.67;
2019-06-30 01:00;24.26;50.58;0;0;27.26;
2019-06-30 02:00;24.95;55.87;0.084;0;27.95;
2019-06-30 03:00;24.27;57.09;0.206;0;27.27;
2019-06-30 04:00;22.78;53.17;0;0;25.78;
2019-06-30 05:00;22.11;50.73;0;0;25.11;
2019-06-30 06:00;21.84;53.44;0;0;24.84;
2019-06-30 07:00;22.39;53.11;0;15.69444444;25.39;
2019-06-30 08:00;26.37;47.07;0;127.1111111;29.37;
2019-06-30 09:00;29.58;38.78;0.054;303.0555556;32.58;
2019-06-30 10:00;31.91;40.86;0.182;472.2222222;41.91;
2019-06-30 11:00;33.45;34.97;0.552;619.7222222;48.45;
2019-06-30 12:00;33.23;25.83;1.139;748.6111111;53.23;
2019-06-30 13:00;33.55;22.51;1.603;852.5;53.55;
2019-06-30 14:00;34.96;24.67;2.106;907.5;54.96;
2019-06-30 15:00;34.69;23.66;2.194;892.7777778;54.69;
2019-06-30 16:00;33.2;22.85;2.312;831.6666667;53.2;
2019-06-30 17:00;34.42;25.28;2.219;725.5555556;49.42;
2019-06-30 18:00;34.15;27.64;1.781;576.1111111;40.15;
2019-06-30 19:00;33.74;29.4;1.662;402.5;38.74;
2019-06-30 20:00;32.27;35.02;1.143;218.8888889;36.27;
2019-06-30 21:00;30.88;40.17;0.473;64.55555556;33.88;
2019-06-30 22:00;29.49;41.68;0.203;2.180555556;32.49;
2019-06-30 23:00;28.22;43.04;0.249;0;31.22;
2019-07-01 00:00;27.07;61.59;0.283;0;30.07;
2019-07-01 01:00;25.73;62.48;0.009;0;28.73;
2019-07-01 02:00;25.47;71;0.029;0;28.47;
2019-07-01 03:00;24.66;73.4;0.05;0;27.66;
