time;Tac;hs;u;Rg;Tsoil;
2019-02-28 14:00;21.08;29.52;2.586;623.3333333;41.08;
2019-02-28 15:00;22.08;23.15;3.269;614.7222222;42.08;
2019-02-28 16:00;22.68;21.52;2.703;547.7777778;42.68;
2019-02-28 17:00;22;21.66;3.498;443.8888889;37;
2019-02-28 18:00;20.05;27.28;4.133;290.5555556;26.05;
2019-02-28 19:00;15.47;36.23;4.293;113.25;20.47;
2019-02-28 20:00;15.09;41.2;3.945;4.766666667;19.09;
2019-02-28 21:00;14.63;40.94;3.965;0;17.63;
2019-02-28 22:00;13.55;41.96;3.599;0;16.55;
2019-02-28 23:00;13.62;43.59;3.194;0;16.62;
2019-03-01 00:00;13.42;45.69;2.983;0;16.42;
2019-03-01 01:00;13.69;48.41;1.823;0;16.69;
2019-03-01 02:00;12.55;46.65;0.748;0;15.55;
2019-03-01 03:00;12.14;45.57;0.157;0;15.14;
2019-03-01 04:00;12.28;41.84;0.326;0;15.28;
2019-03-01 05:00;12.96;42.24;0.88;0;15.96;
2019-03-01 06:00;12.96;45.84;1.056;0;15.96;
2019-03-01 07:00;12.21;44.41;1.075;0;15.21;
2019-03-01 08:00;11.53;45.7;0.623;0;14.53;
2019-03-01 09:00;11.94;42.92;0.306;30.63888889;14.94;
2019-03-01 10:00;13.77;38.58;1.187;228.8888889;23.77;
2019-03-01 11:00;14.56;37.01;1.794;395;29.56;
2019-03-01 12:00;15.97;40.93;3.056;511.6666667;35.97;
2019-03-01 13:00;15.83;31.37;3.054;607.2222222;35.83;
2019-03-01 14:00;17.58;32.78;3.677;645.2777778;37.58;
2019-03-01 15:00;18.45;31.15;3.528;665.8333333;38.45;
2019-03-01 16:00;18.18;27.97;3.989;596.1111111;38.18;
2019-03-01 17:00;17.84;28.44;3.919;472.5;32.84;
2019-03-01 18:00;17.7;28.24;3.595;303.8888889;23.7;
2019-03-01 19:00;15.95;30.41;3.184;111.8611111;20.95;
2019-03-01 20:00;14.62;34.77;2.724;4.922222222;18.62;
2019-03-01 21:00;13.89;38.77;2.13;0;16.89;
2019-03-01 22:00;12.27;42.03;1.71;0;15.27;
2019-03-01 23:00;12.42;46.11;1.562;0;15.42;
2019-03-02 00:00;11.94;46.38;0.508;0;14.94;
2019-03-02 01:00;10.45;45.84;0.238;0;13.45;
2019-03-02 02:00;10.87;45.51;0.109;0;13.87;
2019-03-02 03:00;10.4;46.13;0.088;0;13.4;
2019-03-02 04:00;10.47;48.84;0.393;0;13.47;
2019-03-02 05:00;10.53;46.53;1.095;0;13.53;
2019-03-02 06:00;11.14;45.3;0.983;0;14.14;
2019-03-02 07:00;11.47;45.64;1.154;0;14.47;
2019-03-02 08:00;11;43.13;0.775;0;14;
2019-03-02 09:00;10.8;49.17;0.135;7.202777778;13.8;
2019-03-02 10:00;11.2;45.23;0.142;77.77777778;21.2;
2019-03-02 11:00;14.18;39.74;2.488;361.3888889;29.18;
2019-03-02 12:00;15.58;36.47;2.172;409.7222222;35.58;
2019-03-02 13:00;15.96;45.53;3.508;642.2222222;35.96;
2019-03-02 14:00;16.77;43.22;3.023;646.9444444;36.77;
2019-03-02 15:00;16.55;43.14;3.056;606.3888889;36.55;
2019-03-02 16:00;14.6;42.48;3.119;186.7222222;34.6;
2019-03-02 17:00;15.69;38.08;2.661;290.5555556;30.69;
2019-03-02 18:00;16.43;40.37;2.787;293.6111111;22.43;
2019-03-02 19:00;14.13;42.68;1.958;123.6944444;19.13;
2019-03-02 20:00;13.81;47.44;2.061;5.519444444;17.81;
2019-03-02 21:00;13.48;51.25;1.285;0;16.48;
2019-03-02 22:00;12.68;47.93;1.404;0;15.68;
2019-03-02 23:00;13.5;48.41;1.427;0;16.5;
2019-03-03 00:00;12.89;50.86;0.786;0;15.89;
2019-03-03 01:00;11.53;49.84;0.145;0;14.53;
2019-03-03 02:00;11.13;52.28;0.278;0;14.13;
2019-03-03 03:00;9.78;55.81;0.036;0;12.78;
2019-03-03 04:00;11.14;53.45;0.329;0;14.14;
2019-03-03 05:00;9.72;57.93;0.163;0;12.72;
2019-03-03 06:00;9.18;59.28;0.034;0;12.18;
2019-03-03 07:00;8.91;64.78;0.014;0;11.91;
2019-03-03 08:00;6.614;69.75;0;0;9.614;
2019-03-03 09:00;6.751;71.4;0;31.11111111;9.751;
2019-03-03 10:00;11.57;54.01;0;181.0833333;21.57;
2019-03-03 11:00;13.64;43.54;0.009;365.5555556;28.64;
2019-03-03 12:00;15.11;34.98;0.209;404.4444444;35.11;
2019-03-03 13:00;16.85;36.72;0.71;590.8333333;36.85;
2019-03-03 14:00;17.1;35.9;1.015;622.5;37.1;
2019-03-03 15:00;17.03;35.02;1.41;601.9444444;37.03;
2019-03-03 16:00;17.9;37.04;1.118;596.6666667;37.9;
2019-03-03 17:00;17.22;36.09;2.084;451.6666667;32.22;
2019-03-03 18:00;16.48;36.44;1.466;313.3333333;22.48;
2019-03-03 19:00;13.65;52.97;1.363;147.3611111;18.65;
2019-03-03 20:00;12.52;67.16;0.232;10.39722222;16.52;
2019-03-03 21:00;11.59;76.8;0.082;0;14.59;
2019-03-03 22:00;11.67;78.3;0.042;0;14.67;
2019-03-03 23:00;11.53;76.8;0.029;0;14.53;
2019-03-04 00:00;11.94;74.6;0.131;0;14.94;
2019-03-04 01:00;11.73;74;0.16;0;14.73;
2019-03-04 02:00;11.66;73.3;0.094;0;14.66;
2019-03-04 03:00;11.6;76.1;0.158;0;14.6;
2019-03-04 04:00;10.92;73.7;0.2;0;13.92;
2019-03-04 05:00;11.13;74.1;0.168;0;14.13;
2019-03-04 06:00;11.2;72.1;0.236;0;14.2;
2019-03-04 07:00;10.99;73.8;0.128;0;13.99;
2019-03-04 08:00;11.47;75.7;0.16;0;14.47;
2019-03-04 09:00;10.52;75.4;0.003;7.447222222;13.52;
2019-03-04 10:00;11.06;75.1;0.001;50.94444444;21.06;
2019-03-04 11:00;12.21;69.84;0.005;143.3333333;27.21;
2019-03-04 12:00;15.04;42.3;0.707;313.3333333;35.04;
2019-03-04 13:00;17.12;34.76;2.483;624.1666667;37.12;
2019-03-04 14:00;17.44;25.54;3.251;636.3888889;37.44;
2019-03-04 15:00;17.03;26.35;3.288;622.7777778;37.03;
2019-03-04 16:00;15.34;28.65;3.242;400.2777778;35.34;
2019-03-04 17:00;16.84;30.56;2.82;325.8333333;31.84;
2019-03-04 18:00;16.5;31.57;2.689;288.0555556;22.5;
2019-03-04 19:00;15.56;30.29;2.291;128.0833333;20.56;
2019-03-04 20:00;14.35;29.89;1.738;10.68611111;18.35;
2019-03-04 21:00;14.02;32.27;2.147;0;17.02;
2019-03-04 22:00;13.49;36.13;1.591;0;16.49;
2019-03-04 23:00;13.09;36.96;1.334;0;16.09;
2019-03-05 00:00;12.48;40.48;1.612;0;15.48;
2019-03-05 01:00;12.14;42.04;1.298;0;15.14;
2019-03-05 02:00;11.74;45.84;0.875;0;14.74;
2019-03-05 03:00;11.2;46.58;0.436;0;14.2;
2019-03-05 04:00;9.43;50.79;0.019;0;12.43;
2019-03-05 05:00;9.58;52.23;0.055;0;12.58;
2019-03-05 06:00;9.25;52.3;0.063;0;12.25;
2019-03-05 07:00;9.11;53.25;0.014;0;12.11;
2019-03-05 08:00;9.52;55.49;0.009;0;12.52;
2019-03-05 09:00;9.92;53.93;0.39;7.847222222;12.92;
2019-03-05 10:00;10.26;51.07;0.502;104.4166667;20.26;
2019-03-05 11:00;12.48;41.63;1.042;373.6111111;27.48;
2019-03-05 12:00;14.57;36.74;1.226;428.6111111;34.57;
2019-03-05 13:00;15.56;34.08;0.454;612.5;35.56;
2019-03-05 14:00;17.78;30.89;0.866;669.1666667;37.78;
2019-03-05 15:00;17.63;35.01;1.211;654.7222222;37.63;
2019-03-05 16:00;16.2;42.73;2.654;600.8333333;36.2;
2019-03-05 17:00;16.14;36.1;2.808;477.2222222;31.14;
2019-03-05 18:00;14.72;35.62;2.532;311.6666667;20.72;
2019-03-05 19:00;13.18;46.47;1.631;135.6111111;18.18;
2019-03-05 20:00;11.65;60.25;0.617;9.780555556;15.65;
2019-03-05 21:00;10.45;67.67;0;0;13.45;
2019-03-05 22:00;9.38;71.2;0;0;12.38;
2019-03-05 23:00;8.63;72.7;0;0;11.63;
2019-03-06 00:00;7.83;73.3;0;0;10.83;
2019-03-06 01:00;7.9;77.1;0;0;10.9;
2019-03-06 02:00;7.7;80.9;0.002;0;10.7;
2019-03-06 03:00;8.71;81.2;0.001;0;11.71;
2019-03-06 04:00;9.92;84.3;0.022;0;12.92;
2019-03-06 05:00;9.44;78.7;0.355;0;12.44;
2019-03-06 06:00;9.71;78;0.356;0;12.71;
2019-03-06 07:00;10.31;78.7;0.207;0;13.31;
2019-03-06 08:00;10.11;75.5;0.277;0;13.11;
2019-03-06 09:00;10.65;73;0.375;1.966666667;13.65;
2019-03-06 10:00;12.14;78.1;0.803;7.158333333;22.14;
2019-03-06 11:00;12.28;78.6;1.963;17.72222222;27.28;
2019-03-06 12:00;12.61;77.3;2.314;27.44444444;32.61;
2019-03-06 13:00;12.87;76.8;2.585;32.94444444;32.87;
2019-03-06 14:00;13.01;77.1;2.818;40.47222222;33.01;
2019-03-06 15:00;13.08;76.5;3.301;36.16666667;33.08;
2019-03-06 16:00;13.21;76.1;3.249;33.05555556;33.21;
2019-03-06 17:00;13.08;76.1;3.223;21.47222222;28.08;
2019-03-06 18:00;13.35;74.2;4.064;22.02777778;19.35;
2019-03-06 19:00;13.08;76;4.357;13.54166667;18.08;
2019-03-06 20:00;13.08;76.5;3.771;3.180555556;17.08;
2019-03-06 21:00;12.8;76.7;4.133;0;15.8;
2019-03-06 22:00;12.94;76.1;4.135;0;15.94;
2019-03-06 23:00;13.35;73;4.617;0;16.35;
2019-03-07 00:00;13.14;75;4.561;0;16.14;
2019-03-07 01:00;13.14;77.1;4.017;0.508333333;16.14;
2019-03-07 02:00;13.14;79.2;3.262;0;16.14;
2019-03-07 03:00;13.01;78.8;2.629;1.302777778;16.01;
2019-03-07 04:00;13.55;82;0.423;0.972222222;16.55;
2019-03-07 05:00;11.79;72.2;0.096;0;14.79;
2019-03-07 06:00;11.81;51.06;1.534;0;14.81;
2019-03-07 07:00;11.26;52.69;2.559;0;14.26;
2019-03-07 08:00;11.13;53.36;3.221;0;14.13;
2019-03-07 09:00;11.06;50.04;2.831;38.97222222;14.06;
2019-03-07 10:00;12.01;46.45;2.984;209.1666667;22.01;
2019-03-07 11:00;12.61;43.53;2.789;361.3888889;27.61;
2019-03-07 12:00;13.35;40.13;2.697;433.0555556;33.35;
2019-03-07 13:00;14.48;34.36;3.318;683.6111111;34.48;
2019-03-07 14:00;15.76;34.69;3.009;716.6666667;35.76;
2019-03-07 15:00;16.56;32.04;2.522;699.1666667;36.56;
2019-03-07 16:00;16.15;26.96;2.17;635.2777778;36.15;
2019-03-07 17:00;16.28;29.39;1.401;471.9444444;31.28;
2019-03-07 18:00;16.89;27.36;1.211;329.1666667;22.89;
2019-03-07 19:00;15.68;30.14;1.065;159.4166667;20.68;
2019-03-07 20:00;13.74;41.2;0.026;7.702777778;17.74;
2019-03-07 21:00;11.59;51.32;0.453;0;14.59;
2019-03-07 22:00;11.26;57.16;0.983;0;14.26;
2019-03-07 23:00;10.79;60.69;0.848;0;13.79;
2019-03-08 00:00;10.32;60.9;0.48;0;13.32;
2019-03-08 01:00;9.1;61.31;0.154;0;12.1;
2019-03-08 02:00;7.55;69.05;0;0;10.55;
2019-03-08 03:00;6.751;72;0;0;9.751;
2019-03-08 04:00;6.005;74.6;0;0;9.005;
2019-03-08 05:00;5.734;76.4;0.002;0;8.734;
2019-03-08 06:00;5.738;76.6;0;0;8.738;
2019-03-08 07:00;4.795;73.8;0;0;7.795;
2019-03-08 08:00;4.392;74.3;0;0;7.392;
2019-03-08 09:00;5.885;71.1;0;41.33333333;8.885;
2019-03-08 10:00;10.21;54.83;0.003;201.3888889;20.21;
2019-03-08 11:00;12.97;41.1;0.001;375;27.97;
2019-03-08 12:00;13.82;36.74;0.001;351.9444444;33.82;
2019-03-08 13:00;15.5;40.86;0.046;335.8333333;35.5;
2019-03-08 14:00;15.29;36.79;0.595;440;35.29;
2019-03-08 15:00;15.41;41.05;2.124;606.9444444;35.41;
2019-03-08 16:00;16.22;40.64;1.318;354.1666667;36.22;
2019-03-08 17:00;15.4;35.36;1.429;408.0555556;30.4;
2019-03-08 18:00;14.8;39.56;0.844;172.3888889;20.8;
2019-03-08 19:00;14.27;50.07;0.496;117.9166667;19.27;
2019-03-08 20:00;13.34;41.88;0.559;13.55833333;17.34;
2019-03-08 21:00;12.06;45.49;1.025;0;15.06;
2019-03-08 22:00;11.67;46.24;1.075;0;14.67;
2019-03-08 23:00;10.92;49.16;0.977;0;13.92;
2019-03-09 00:00;10.25;55.33;0.936;0;13.25;
2019-03-09 01:00;10.13;58.81;0.054;0;13.13;
2019-03-09 02:00;8.09;61.25;0;0;11.09;
2019-03-09 03:00;8.71;61.94;0.017;0;11.71;
2019-03-09 04:00;10.47;55.76;1.124;0;13.47;
2019-03-09 05:00;10.32;56.9;0.472;0;13.32;
2019-03-09 06:00;10.32;56.56;0.594;0;13.32;
2019-03-09 07:00;10.45;60.83;1.486;0;13.45;
2019-03-09 08:00;9.38;57.92;1.129;0;12.38;
2019-03-09 09:00;10.33;48.5;0.583;32;13.33;
2019-03-09 10:00;12.01;44.62;1.489;205.8333333;22.01;
2019-03-09 11:00;13.76;38.78;2.232;387.2222222;28.76;
2019-03-09 12:00;16.25;42.09;2.729;469.4444444;36.25;
2019-03-09 13:00;17.05;43.29;3.675;657.7777778;37.05;
2019-03-09 14:00;16.89;46.39;3.271;624.7222222;36.89;
2019-03-09 15:00;17.91;46.39;3.325;715;37.91;
2019-03-09 16:00;16.75;49.7;3.567;580.5555556;36.75;
2019-03-09 17:00;15.74;50.8;3.012;337.7777778;30.74;
2019-03-09 18:00;15.69;52.64;2.766;194.7222222;21.69;
2019-03-09 19:00;15.96;57.25;2.13;109.1944444;20.96;
2019-03-09 20:00;14.42;59.64;0.65;12.07777778;18.42;
2019-03-09 21:00;14.5;60.67;1.484;0;17.5;
2019-03-09 22:00;14.63;60.4;3.583;0;17.63;
2019-03-09 23:00;14.57;62.57;1.675;0;17.57;
2019-03-10 00:00;14.36;64.19;2.629;0;17.36;
2019-03-10 01:00;14.23;64.06;1.231;0;17.23;
2019-03-10 02:00;13.69;66.16;0.23;0;16.69;
2019-03-10 03:00;12.68;67.18;0.418;0;15.68;
2019-03-10 04:00;12.14;73;0.024;0;15.14;
2019-03-10 05:00;13.64;67.6;0.538;0;16.64;
2019-03-10 06:00;13.7;68.82;0.47;0;16.7;
2019-03-10 07:00;12.68;70;0.184;0;15.68;
2019-03-10 08:00;13.3;69.5;0.563;0;16.3;
2019-03-10 09:00;14.58;62.24;0.337;64.91666667;17.58;
2019-03-10 10:00;14.77;64.26;0.226;102.4444444;24.77;
2019-03-10 11:00;16.19;53.68;1.827;142.8055556;31.19;
2019-03-10 12:00;17.4;55.84;2.006;193.2777778;37.4;
2019-03-10 13:00;16.71;48.11;3.29;261.1111111;36.71;
2019-03-10 14:00;17.18;42.14;3.906;320.2777778;37.18;
2019-03-10 15:00;17.72;48.64;4.024;260.8333333;37.72;
2019-03-10 16:00;16.5;48.92;3.667;225;36.5;
2019-03-10 17:00;16.24;50.41;3.966;121.25;31.24;
2019-03-10 18:00;17.06;56.58;3.331;103.4444444;23.06;
2019-03-10 19:00;16.85;56.65;2.903;67.58333333;21.85;
2019-03-10 20:00;15.43;43.91;2.045;17.4;19.43;
2019-03-10 21:00;14.96;45;2.679;0;17.96;
2019-03-10 22:00;14.23;51.38;1.395;0;17.23;
2019-03-10 23:00;13.89;50.16;2.276;0;16.89;
2019-03-11 00:00;14.3;39.86;2.515;0;17.3;
2019-03-11 01:00;13.41;42.3;2.642;0;16.41;
2019-03-11 02:00;11.73;41.69;1.699;0;14.73;
2019-03-11 03:00;11.06;44.01;2.067;0;14.06;
2019-03-11 04:00;10.38;45.43;0.373;0;13.38;
2019-03-11 05:00;10.59;44.96;1.666;0;13.59;
2019-03-11 06:00;9.99;44.97;2.245;0;12.99;
2019-03-11 07:00;9.65;43.62;1.613;0;12.65;
2019-03-11 08:00;8.97;44.7;1.934;0;11.97;
2019-03-11 09:00;9.72;43;2.219;52.86111111;12.72;
2019-03-11 10:00;11.14;38.32;2.015;232.2222222;21.14;
2019-03-11 11:00;12.21;33.63;3.15;426.6666667;27.21;
2019-03-11 12:00;13.69;31.59;3.736;587.5;33.69;
2019-03-11 13:00;13.54;28.4;3.025;689.7222222;33.54;
2019-03-11 14:00;15.09;29.2;4.138;730;35.09;
2019-03-11 15:00;15.76;28.59;3.598;729.1666667;35.76;
2019-03-11 16:00;15.48;28.11;3.438;658.3333333;35.48;
2019-03-11 17:00;16.16;22.69;3.425;532.7777778;31.16;
2019-03-11 18:00;15.55;24.45;2.521;345.8333333;21.55;
2019-03-11 19:00;14.47;26.56;2.394;164.0277778;19.47;
2019-03-11 20:00;13.07;28.74;2.601;19.27222222;17.07;
2019-03-11 21:00;12.27;29.15;2.243;0;15.27;
2019-03-11 22:00;10.72;30.92;1.327;0;13.72;
2019-03-11 23:00;9.64;37.71;0.291;0;12.64;
2019-03-12 00:00;8.23;43.14;0;0;11.23;
2019-03-12 01:00;7.63;45.53;0.001;0;10.63;
2019-03-12 02:00;6.751;49.13;0;0;9.751;
2019-03-12 03:00;5.135;56.2;0;0;8.135;
2019-03-12 04:00;4.527;56.34;0;0;7.527;
2019-03-12 05:00;3.102;58.31;0;0;6.102;
2019-03-12 06:00;3.044;63;0;0;6.044;
2019-03-12 07:00;2.166;62.2;0;0;5.166;
2019-03-12 08:00;2.234;64.78;0;0;5.234;
2019-03-12 09:00;3.999;59.96;0;62.52777778;6.999;
2019-03-12 10:00;9.89;40.86;0;243.3333333;19.89;
2019-03-12 11:00;11.08;30.66;0.197;423.8888889;26.08;
2019-03-12 12:00;12.55;27.8;0.275;577.7777778;32.55;
2019-03-12 13:00;13.95;28.12;0.423;676.9444444;33.95;
2019-03-12 14:00;14.2;26.83;1.213;700;34.2;
2019-03-12 15:00;14.19;29.74;1.676;711.3888889;34.19;
2019-03-12 16:00;14.06;30.08;2.483;632.5;34.06;
2019-03-12 17:00;12.84;33.81;2.62;444.4444444;27.84;
2019-03-12 18:00;12.04;40.32;2.406;289.4444444;18.04;
2019-03-12 19:00;10.5;46.36;1.54;131.8888889;15.5;
2019-03-12 20:00;9.9;51.6;0.425;19.58333333;13.9;
2019-03-12 21:00;9.3;57.98;0.037;0;12.3;
2019-03-12 22:00;7.69;61.12;0;0;10.69;
2019-03-12 23:00;7.43;68.33;0;0;10.43;
2019-03-13 00:00;7.09;68.67;0.001;0;10.09;
2019-03-13 01:00;6.616;70.3;0;0;9.616;
2019-03-13 02:00;6.005;68.46;0;0;9.005;
2019-03-13 03:00;6.48;67.38;0.002;0;9.48;
2019-03-13 04:00;7.5;67.72;0.007;0;10.5;
2019-03-13 05:00;9.46;60.45;0.739;0;12.46;
2019-03-13 06:00;10.33;50.26;1.342;0;13.33;
2019-03-13 07:00;10.05;46.93;1.281;0;13.05;
2019-03-13 08:00;9.31;44.63;1.142;0;12.31;
2019-03-13 09:00;9.31;49.79;1.31;43.88888889;12.31;
2019-03-13 10:00;10.26;42.32;1.686;242.7777778;20.26;
2019-03-13 11:00;11.53;42.85;2.254;359.4444444;26.53;
2019-03-13 12:00;13.08;39.18;2.794;574.4444444;33.08;
2019-03-13 13:00;12.59;41.68;3.381;647.5;32.59;
2019-03-13 14:00;14.41;31.24;3.069;750.8333333;34.41;
2019-03-13 15:00;14.01;37.13;3.022;568.8888889;34.01;
2019-03-13 16:00;14.34;32.11;3.166;573.0555556;34.34;
2019-03-13 17:00;15.15;28.93;3.166;538.3333333;30.15;
2019-03-13 18:00;13.93;31.17;3.368;291.9444444;19.93;
2019-03-13 19:00;13.46;33.95;2.505;193;18.46;
2019-03-13 20:00;11.11;39.85;2.191;35.13888889;15.11;
2019-03-13 21:00;10.79;43.87;2.167;0;13.79;
2019-03-13 22:00;10.32;48.89;2.165;0;13.32;
2019-03-13 23:00;10.46;44.22;2.476;0;13.46;
2019-03-14 00:00;10.26;43.88;2.936;0;13.26;
2019-03-14 01:00;10.19;46.94;2.345;0;13.19;
2019-03-14 02:00;9.92;49.18;2.074;0;12.92;
2019-03-14 03:00;9.99;49.72;2.663;0;12.99;
2019-03-14 04:00;9.86;51.21;1.804;0;12.86;
2019-03-14 05:00;9.65;48.43;2.881;0;12.65;
2019-03-14 06:00;9.31;51.14;2.175;0;12.31;
2019-03-14 07:00;9.79;52.91;1.182;0;12.79;
2019-03-14 08:00;9.65;50.26;1.783;0;12.65;
2019-03-14 09:00;10.53;48.97;2.585;63.30555556;13.53;
2019-03-14 10:00;11.94;42.58;2.014;223.3333333;21.94;
2019-03-14 11:00;12.62;39.12;2.664;381.3888889;27.62;
2019-03-14 12:00;13.42;34.91;3.168;424.7222222;33.42;
2019-03-14 13:00;13;35.51;3.677;475.5555556;33;
2019-03-14 14:00;13.88;37.07;3.415;326.9444444;33.88;
2019-03-14 15:00;14.08;40.53;3.377;290.5555556;34.08;
2019-03-14 16:00;14.42;45;3.777;399.4444444;34.42;
2019-03-14 17:00;15.7;38.83;3.811;394.1666667;30.7;
2019-03-14 18:00;14.47;37.87;4.159;367.7777778;20.47;
2019-03-14 19:00;14;45.93;3.708;225.2777778;19;
2019-03-14 20:00;12.66;46.97;3.815;28.91666667;16.66;
2019-03-14 21:00;12.33;49.42;4.78;0;15.33;
2019-03-14 22:00;12.27;49.96;3.4;0;15.27;
2019-03-14 23:00;13.02;50.98;2.922;0;16.02;
2019-03-15 00:00;12.2;50.71;2.613;0;15.2;
2019-03-15 01:00;11.8;50.78;4.214;0;14.8;
2019-03-15 02:00;11.87;52.55;3.661;0;14.87;
2019-03-15 03:00;11.81;52.35;3.293;0;14.81;
2019-03-15 04:00;12.08;51.26;3.192;0;15.08;
2019-03-15 05:00;12.42;50.04;3.653;0;15.42;
2019-03-15 06:00;12.75;49.56;4.226;0;15.75;
2019-03-15 07:00;12.75;50.24;3.228;0;15.75;
2019-03-15 08:00;13.02;48.61;3.37;0;16.02;
2019-03-15 09:00;13.15;48.4;1.993;24.75;16.15;
2019-03-15 10:00;15.65;48.4;1.788;219.4444444;25.65;
2019-03-15 11:00;16.04;46.42;2.931;555;31.04;
2019-03-15 12:00;17.45;45.26;3.235;640.8333333;37.45;
2019-03-15 13:00;17.24;47.01;2.839;413.3333333;37.24;
2019-03-15 14:00;18.32;44.03;3.443;594.7222222;38.32;
2019-03-15 15:00;19.53;40.97;3.519;735.8333333;39.53;
2019-03-15 16:00;19.11;42.93;3.486;677.7777778;39.11;
2019-03-15 17:00;18.97;36.76;3.505;545;33.97;
2019-03-15 18:00;17.76;36.23;3.664;367.7777778;23.76;
2019-03-15 19:00;16.96;38.34;2.688;135.2222222;21.96;
2019-03-15 20:00;15.42;43.9;1.799;28.11111111;19.42;
2019-03-15 21:00;15.44;49;1.77;0;18.44;
2019-03-15 22:00;14.09;47.72;2.03;0;17.09;
2019-03-15 23:00;13.48;50.3;2.099;0;16.48;
2019-03-16 00:00;13.08;48.54;1.252;0;16.08;
2019-03-16 01:00;13.29;52.07;1.332;0;16.29;
2019-03-16 02:00;11.81;52.28;1.288;0;14.81;
2019-03-16 03:00;11.26;54.72;1.082;0;14.26;
2019-03-16 04:00;11.81;56.96;0.41;0;14.81;
2019-03-16 05:00;10.45;56.69;0.368;0;13.45;
2019-03-16 06:00;10.66;59.95;0.606;0;13.66;
2019-03-16 07:00;10.4;61.52;0.479;0;13.4;
2019-03-16 08:00;8.5;64.17;0.001;0;11.5;
2019-03-16 09:00;10.13;59.5;0.002;78.83333333;13.13;
2019-03-16 10:00;13.37;50.66;0.153;265.8333333;23.37;
2019-03-16 11:00;16.13;42.64;0.197;454.4444444;31.13;
2019-03-16 12:00;17.4;38.35;0.272;604.1666667;37.4;
2019-03-16 13:00;19.13;32.78;0.203;703.3333333;39.13;
2019-03-16 14:00;19.65;33.65;1.085;750.2777778;39.65;
2019-03-16 15:00;19.64;37.91;1.722;742.5;39.64;
2019-03-16 16:00;20.18;38.45;2.301;674.4444444;40.18;
2019-03-16 17:00;19.04;47.05;2.484;551.3888889;34.04;
2019-03-16 18:00;18.77;47.66;1.876;369.1666667;24.77;
2019-03-16 19:00;16.21;46.66;1.335;116.6111111;21.21;
2019-03-16 20:00;15.09;48.11;0.828;24.13888889;19.09;
2019-03-16 21:00;12.73;57.89;0.467;0;15.73;
2019-03-16 22:00;12.35;67.26;0.124;0;15.35;
2019-03-16 23:00;10.18;69.57;0;0;13.18;
2019-03-17 00:00;9.24;71.3;0;0;12.24;
2019-03-17 01:00;8.7;76.3;0;0;11.7;
2019-03-17 02:00;9.25;80.3;0.001;0;12.25;
2019-03-17 03:00;10.06;84.9;0;0;13.06;
2019-03-17 04:00;10.38;83.3;0.029;0;13.38;
2019-03-17 05:00;9.97;83.9;0.019;0;12.97;
2019-03-17 06:00;10.11;82.9;0.016;0;13.11;
2019-03-17 07:00;10.31;82.3;0.042;0;13.31;
2019-03-17 08:00;10.72;80.4;0.017;0;13.72;
2019-03-17 09:00;10.79;78.3;0.024;7.447222222;13.79;
2019-03-17 10:00;11.53;76.6;0.106;27.30555556;21.53;
2019-03-17 11:00;14.23;53.96;0.522;330;29.23;
2019-03-17 12:00;16.38;44.18;1.745;555.5555556;36.38;
2019-03-17 13:00;17.04;41.94;2.92;688.8888889;37.04;
2019-03-17 14:00;18.31;36.17;3.792;739.7222222;38.31;
2019-03-17 15:00;19.32;33.45;3.089;729.4444444;39.32;
2019-03-17 16:00;18.71;35.82;3.046;566.3888889;38.71;
2019-03-17 17:00;16.34;39.41;3.353;513.8888889;31.34;
2019-03-17 18:00;15.67;40.23;2.69;255.8333333;21.67;
2019-03-17 19:00;15.08;43.83;3.137;160.5555556;20.08;
2019-03-17 20:00;12.99;35.65;1.996;40.30555556;16.99;
2019-03-17 21:00;12.53;33.55;2.068;0;15.53;
2019-03-17 22:00;11.87;35.33;2.481;0;14.87;
2019-03-17 23:00;11.33;37.84;2.169;0;14.33;
2019-03-18 00:00;9.44;40.89;1.15;0;12.44;
2019-03-18 01:00;8.97;41.31;1.913;0;11.97;
2019-03-18 02:00;9.58;41.44;2.358;0;12.58;
2019-03-18 03:00;9.04;41.99;3.591;0;12.04;
2019-03-18 04:00;8.57;49.99;2.566;0;11.57;
2019-03-18 05:00;8.23;53.59;2.971;0;11.23;
2019-03-18 06:00;7.96;53.04;1.663;0;10.96;
2019-03-18 07:00;8.43;43.28;2.136;0;11.43;
2019-03-18 08:00;8.57;43.68;2.292;0;11.57;
2019-03-18 09:00;9.04;42.87;2.053;69;12.04;
2019-03-18 10:00;9.58;38.05;2.445;175.4166667;19.58;
2019-03-18 11:00;11.06;34.04;2.502;394.7222222;26.06;
2019-03-18 12:00;11.86;31.32;2.295;530;31.86;
2019-03-18 13:00;11.98;30.5;2.393;613.6111111;31.98;
2019-03-18 14:00;14.89;24.53;2.067;714.7222222;34.89;
2019-03-18 15:00;15.01;23.98;1.805;625.5555556;35.01;
2019-03-18 16:00;15.48;23.03;2.164;650.5555556;35.48;
2019-03-18 17:00;16.42;25.67;2.409;580.2777778;31.42;
2019-03-18 18:00;15.4;24.65;3.161;430.8333333;21.4;
2019-03-18 19:00;14.46;26.69;2.796;216.9444444;19.46;
2019-03-18 20:00;12.79;30.5;2.241;17.06388889;16.79;
2019-03-18 21:00;11.93;37.22;1.526;0;14.93;
2019-03-18 22:00;11.47;36.82;2.089;0;14.47;
2019-03-18 23:00;11.06;37.77;1.128;0;14.06;
