;Rg;An;E;Tleaf
2019-06-28 00:00:00;0.0;-0.09910177089511554;0.22286335403630866;14.322284769287613
2019-06-28 01:00:00;0.0;-0.09186406415055198;0.23053306433392992;13.107253832034774
2019-06-28 02:00:00;0.0;-0.09476379102896644;0.09885564246093058;13.636552833509418
2019-06-28 03:00:00;0.0;-0.09394778339866426;0.09258015715930622;13.501474102911285
2019-06-28 04:00:00;0.0;-0.08902383912067793;0.13463100247380136;12.715293303418834
2019-06-28 05:00:00;5.777963386305363;-0.028749977926666226;0.17646445281809853;13.70503024340808
2019-06-28 06:00:00;50.20412452965983;0.3368007394626916;1.427828560070024;21.422812601396807
2019-06-28 07:00:00;152.94355509722985;0.9745954579462994;15.607584453723218;28.460670421111978
2019-06-28 08:00:00;209.36544980532747;1.2273128869702767;31.707637342732735;32.3570433178305
2019-06-28 09:00:00;204.20796121234073;1.1566773550149407;53.208761006522316;34.24280599173353
2019-06-28 10:00:00;168.51812686446954;0.9045127516470519;60.36782469702082;35.88586975139073
2019-06-28 11:00:00;194.48367707085478;0.9757980486484062;80.60813311096348;37.74081004704594
2019-06-28 12:00:00;223.46836838017575;1.1036189742248304;97.12556846792552;38.50789501288793
2019-06-28 13:00:00;187.30841284875675;0.9181557769106732;90.2436300175811;39.89322089825575
2019-06-28 14:00:00;174.0433933755386;0.8105096170588497;91.16454129795738;41.356952801979354
2019-06-28 15:00:00;164.7883429094079;0.7481304098674684;92.88650103946742;42.08088553662643
2019-06-28 16:00:00;148.2322454620291;0.6704843831207236;85.90564766414525;41.24429429300556
2019-06-28 17:00:00;97.14283830364617;0.387147418695002;61.20209737961325;40.420027257673645
2019-06-28 18:00:00;20.424730470130267;-0.11612067073910226;15.508076629805512;35.27485293853531
2019-06-28 19:00:00;18.39344401497158;0.03513132963819649;2.156575126400954;22.191714964755143
2019-06-28 20:00:00;2.8420655726059145;-0.1153575566431233;1.061570596530225;20.805655140634766
2019-06-28 21:00:00;0.0;-0.14658232868916676;0.9862856749520567;21.26108083758954
2019-06-28 22:00:00;0.0;-0.12096219554874811;0.4645192218885066;17.54488942045093
2019-06-28 23:00:00;0.0;-0.11701410761807135;0.6567048097212633;17.2795419257846
