;Rg;An;E;Tleaf
2019-06-28 00:00:00;0.0;-0.10143455984155883;0.2165826121143562;14.42318948394445
2019-06-28 01:00:00;0.0;-0.0940212795721297;0.22438104332554976;13.208346764028956
2019-06-28 02:00:00;0.0;-0.09698971930291549;0.09367291782713008;13.739122540924305
2019-06-28 03:00:00;0.0;-0.09615343856041719;0.08772311869194911;13.603310042102914
2019-06-28 04:00:00;0.0;-0.09111434395843947;0.12833496687060789;12.760435570623184
2019-06-28 05:00:00;5.798430149591052;-0.030642947336997843;0.16732393147674493;13.752531250584305
2019-06-28 06:00:00;45.43353211736846;0.2979240035069941;1.2322137411278125;20.748248545896672
2019-06-28 07:00:00;93.53131925781943;0.5816188292611743;9.852167166257031;27.417090215821283
2019-06-28 08:00:00;127.94312270641304;0.7170495160112749;20.564790588340912;32.35807898116403
2019-06-28 09:00:00;151.9898381758262;0.7999647322238673;38.962490950559484;35.6985038207895
2019-06-28 10:00:00;191.67665777588508;0.9752872069056963;57.95904669491755;37.62034786923237
2019-06-28 11:00:00;182.07727049055202;0.7965610641309745;59.614628615145;41.04130685815323
2019-06-28 12:00:00;205.33866935110356;0.8694754919843832;67.44898302949349;41.792976749550654
2019-06-28 13:00:00;262.33902725125387;0.8406401298237743;69.25980342990306;42.72490243082225
2019-06-28 14:00:00;314.9169243095282;0.4109118026800901;47.44176577063423;45.67069465871105
2019-06-28 15:00:00;341.60680578573493;0.3916218327524432;48.19854317522803;45.776313538744006
2019-06-28 16:00:00;344.18584568570475;0.5739397324979361;60.69024064375577;43.76289027676677
2019-06-28 17:00:00;202.81555584433937;0.8747770934164948;72.57411058524409;40.726781224646295
2019-06-28 18:00:00;20.496631689577253;-0.12481647179258636;12.84752000073059;35.80272778133072
2019-06-28 19:00:00;24.087846853554215;0.07895800779220322;2.2458930223881404;22.352882330861352
2019-06-28 20:00:00;2.852283972309729;-0.11874623906221579;1.0486361034658263;20.9339583989427
2019-06-28 21:00:00;0.0;-0.15008696636554672;0.9847735255047929;21.404258214265177
2019-06-28 22:00:00;0.0;-0.12380842835500881;0.45882525140629804;17.676794382682132
2019-06-28 23:00:00;0.0;-0.11983597632942443;0.6538706354861259;17.427050307482965
