exposition;stomatal scenario;micrometeo scenario;tleaf max;tleaf mean;tleaf q90;tleaf max - tair;tleaf mean - tair;tleaf q90 - tair
north_east;intermediate;tcst_ucst;47.92248220489898;42.928607259355935;44.83724110719809;2.7124822048989756;-2.2813927406440655;-0.37275889280191166
north_east;intermediate;tcst_uvar;49.1336350435399;42.48167847349693;44.76925699305764;3.923635043539896;-2.7283215265030734;-0.44074300694236257
north_east;intermediate;tvar_ucst;50.02335149891761;44.24271310674831;47.1651988726911;4.813351498917612;-0.9672868932516892;1.9551988726910992
north_east;intermediate;tvar_uvar;51.06627330859882;43.82370742087804;47.04855753837817;5.856273308598816;-1.3862925791219638;1.8385575383781685
north_east;biochemical_dominant;tcst_ucst;48.540176871574715;44.99580567551485;46.62409481085891;3.3301768715747144;-0.21419432448514897;1.4140948108589058
north_east;biochemical_dominant;tcst_uvar;49.62680781240884;44.97698209294533;47.05894796505655;4.416807812408841;-0.2330179070546734;1.8489479650565457
north_east;biochemical_dominant;tvar_ucst;50.28538763514679;46.037398469851624;48.00948618267444;5.0753876351467895;0.827398469851623;2.7994861826744426
north_east;biochemical_dominant;tvar_uvar;51.2843177140942;45.98923053111025;48.38055032071334;6.0743177140941995;0.779230531110251;3.170550320713339
north_east;stomatal_sensitivity_dominant;tcst_ucst;48.481184192325486;44.76132771652571;46.423575235765334;3.271184192325485;-0.4486722834742878;1.213575235765333
north_east;stomatal_sensitivity_dominant;tcst_uvar;49.58845961115734;44.70391287747836;46.89224078242128;4.378459611157339;-0.5060871225216417;1.6822407824212817
north_east;stomatal_sensitivity_dominant;tvar_ucst;50.269101289833166;45.842115755767196;47.937731021595276;5.0591012898331655;0.6321157557671953;2.7277310215952753
north_east;stomatal_sensitivity_dominant;tvar_uvar;51.27788511719859;45.760571869919325;48.27606975962013;6.067885117198593;0.5505718699193238;3.0660697596201274
north_east;stomatal_sensitivity_weak;tcst_ucst;46.07908881607277;41.04321604901577;43.42171193671653;0.8690888160727681;-4.166783950984232;-1.7882880632834741
north_east;stomatal_sensitivity_weak;tcst_uvar;47.366969933500464;40.44988997432748;42.75195646792925;2.156969933500463;-4.7601100256725175;-2.4580435320707537
north_east;stomatal_sensitivity_weak;tvar_ucst;49.505455294950224;42.36980617200293;45.77333060605457;4.295455294950223;-2.8401938279970693;0.5633306060545706
north_east;stomatal_sensitivity_weak;tvar_uvar;50.61447369351174;41.685320472540056;44.95354945004687;5.40447369351174;-3.524679527459945;-0.2564505499531293
south_west;intermediate;tcst_ucst;49.45626798963529;43.91771149712541;47.60652779224652;4.246267989635292;-1.292288502874591;2.3965277922465162
south_west;intermediate;tcst_uvar;51.735661005289565;43.91741864048268;48.75696329995552;6.525661005289564;-1.292581359517321;3.5469632999555216
south_west;intermediate;tvar_ucst;51.09965068409329;45.456863678670786;49.21294524707908;5.88965068409329;0.24686367867078474;4.002945247079076
south_west;intermediate;tvar_uvar;53.65992678568131;45.48866896204921;50.51614825539667;8.449926785681306;0.27866896204920977;5.306148255396671
south_west;biochemical_dominant;tcst_ucst;49.86876362560277;46.06761987228114;48.44578784583963;4.6587636256027665;0.8576198722811412;3.2357878458396314
south_west;biochemical_dominant;tcst_uvar;52.31355257088989;46.43397659222778;49.526551324754465;7.103552570889889;1.2239765922277783;4.316551324754464
south_west;biochemical_dominant;tvar_ucst;51.30469807425042;47.10052821097097;49.63346061422135;6.094698074250417;1.8905282109709702;4.423460614221348
south_west;biochemical_dominant;tvar_uvar;53.77580786975964;47.43109824721624;50.8738495948256;8.565807869759638;2.22109824721624;5.663849594825599
south_west;stomatal_sensitivity_dominant;tcst_ucst;49.847231681024994;45.83894986741704;48.37916914467178;4.637231681024993;0.6289498674170417;3.169169144671777
south_west;stomatal_sensitivity_dominant;tcst_uvar;52.32177514758689;46.18087803122335;49.47243057916297;7.11177514758689;0.97087803122335;4.262430579162967
south_west;stomatal_sensitivity_dominant;tvar_ucst;51.309752184982685;46.92834028696358;49.5993475475843;6.099752184982684;1.7183402869635813;4.3893475475843005
south_west;stomatal_sensitivity_dominant;tvar_uvar;53.789335188605044;47.24038156774163;50.85739429205097;8.579335188605043;2.030381567741628;5.6473942920509685
south_west;stomatal_sensitivity_weak;tcst_ucst;48.43241291064005;41.15032216938546;44.148480002148034;3.2224129106400525;-4.05967783061454;-1.061519997851967
south_west;stomatal_sensitivity_weak;tcst_uvar;50.9939707102317;40.82979739613956;44.09208597106272;5.783970710231699;-4.38020260386044;-1.1179140289372782
south_west;stomatal_sensitivity_weak;tvar_ucst;50.8337628419141;43.103500327412576;48.365900632900804;5.6237628419141;-2.106499672587425;3.155900632900803
south_west;stomatal_sensitivity_weak;tvar_uvar;53.319932142944474;42.580318162045415;49.60736162331093;8.109932142944473;-2.6296818379545854;4.397361623310928
