;Rg;An;E;Tleaf
2019-06-28 00:00:00;0.0;-0.113924524033861;0.20919323256627936;15.01341482734017
2019-06-28 01:00:00;0.0;-0.10624968220137247;0.21861283078106886;13.865456633398377
2019-06-28 02:00:00;0.0;-0.10910291039854515;0.11287763326739564;14.340921983860216
2019-06-28 03:00:00;0.0;-0.10832632754352063;0.10727768603696634;14.21940220248355
2019-06-28 04:00:00;0.0;-0.10311846279212686;0.13807776520098577;13.392744255976599
2019-06-28 05:00:00;6.12091687885394;-0.03875722952870276;0.15430341927279692;14.254753158106308
2019-06-28 06:00:00;50.39181553716396;0.334090272248188;0.9550700846217501;20.81423765076088
2019-06-28 07:00:00;116.86387435440587;0.6769545833855566;7.09158730676037;27.792357688356553
2019-06-28 08:00:00;156.22254994031744;0.7452519540613862;13.477590753025302;33.272851085531514
2019-06-28 09:00:00;179.13005170371042;0.7476578098534383;21.64833810699493;35.51679964237297
2019-06-28 10:00:00;173.37151310154795;0.5935713952773257;23.602223482670833;37.87964515616853
2019-06-28 11:00:00;215.55538621492752;0.6139323789679608;27.8750948935281;40.82677383626319
2019-06-28 12:00:00;291.7188664305699;0.6516731046695103;31.13862425549804;42.78504463301675
2019-06-28 13:00:00;317.74269628764716;0.5353536062295576;28.563598048272542;43.44153656662032
2019-06-28 14:00:00;329.83470447631225;0.3535280976919928;25.05962279141303;46.22224809323863
2019-06-28 15:00:00;340.4195859773906;0.3288550253814095;25.322509127264993;46.315080367277886
2019-06-28 16:00:00;320.06090238075734;0.3647974444879903;26.27943467422122;44.072583927551335
2019-06-28 17:00:00;176.92223758945474;0.48139453841955937;27.752543294821415;41.43886671704473
2019-06-28 18:00:00;21.638609020020244;-0.15307628562594344;9.031170006940128;34.508358971076404
2019-06-28 19:00:00;22.810493545574378;0.061626370268479946;1.817117913455184;22.933611793194665
2019-06-28 20:00:00;3.0103247310515733;-0.13183256863914786;0.9877494650294375;21.699542194927425
2019-06-28 21:00:00;0.0;-0.1544357245624678;0.7170076181696813;20.14802750978629
2019-06-28 22:00:00;0.0;-0.1376034452597833;0.4349932439051067;18.427820723905675
2019-06-28 23:00:00;0.0;-0.1254499979122127;0.467045475136747;16.394446662098968
