;Rg;An;E;Tleaf
2019-06-28 00:00:00;0.0;-0.09250927740715192;0.25720603100291156;15.665658121687521
2019-06-28 01:00:00;0.0;-0.085850778847671;0.26064456386762425;14.499944871081423
2019-06-28 02:00:00;0.0;-0.08849050706744588;0.13277148941734582;14.981730175567767
2019-06-28 03:00:00;0.0;-0.08774017056947907;0.12566884142741327;14.850430159188257
2019-06-28 04:00:00;0.0;-0.08319090878107425;0.175154486708275;13.958078517845413
2019-06-28 05:00:00;5.170619092586653;-0.02937821079459267;0.2295394122872829;14.714335535503487
2019-06-28 06:00:00;44.7674154466642;0.2998639366510479;1.3116208642578933;22.757990271498727
2019-06-28 07:00:00;117.99225656626197;0.7679667740456344;10.563803060864375;28.83054965462377
2019-06-28 08:00:00;160.1435935456361;0.949734475392035;22.75444709680002;33.34347926544257
2019-06-28 09:00:00;160.92466766082896;0.8944473105603366;41.62702184667835;34.02250376234873
2019-06-28 10:00:00;160.98666961062756;0.8411977101820215;51.91231513556935;36.00823054623204
2019-06-28 11:00:00;194.22828972659158;0.9407813081871771;68.01220491988073;38.837752687657954
2019-06-28 12:00:00;238.05595566809583;1.0373974565084223;80.19499155671159;39.385208079047466
2019-06-28 13:00:00;255.70673537856874;1.0195518074236007;83.5472634934906;40.253435562073825
2019-06-28 14:00:00;237.89160241274652;0.7303713152850027;75.45317917481907;42.100460144213066
2019-06-28 15:00:00;202.25978591365293;0.8085835864214713;85.88682721007484;41.35996297636464
2019-06-28 16:00:00;163.4370128756526;0.7960928492801463;86.4153238357178;39.28835362054672
2019-06-28 17:00:00;101.68402262755842;0.45126580116813586;58.41072712145155;38.49194764081114
2019-06-28 18:00:00;18.27788891177813;-0.09241682630745394;12.860798013279918;34.231570299680754
2019-06-28 19:00:00;21.480813831935134;0.06722897517678231;2.1332772986402433;24.119002010797622
2019-06-28 20:00:00;2.542910275260804;-0.10867314728076877;1.0189654967183561;21.923519266691795
2019-06-28 21:00:00;0.0;-0.12831292506903702;0.7516434140539092;20.787251679656176
2019-06-28 22:00:00;0.0;-0.11276583169301164;0.4759096372496865;18.803030735290307
2019-06-28 23:00:00;0.0;-0.10298108407500729;0.5061830410669311;17.261316558033126
